tweet,class
"since I was not into Kpop before. Fast forward to when I was 14 years old, I was diagnosed with problems with my reproductive health that lead me to depression and anxiety. Then I was diagnosed with major depression with  multiple attempts of suicide then one day—",depression
"De pero sa totoo lang, kaya ako nagdecide talaga na maggawa ng stan acc is bc natulungan talaga ako ng SB19 na malabanan yung inner struggles ko. I was diagnosed with depression last year, November. The irony~ Psychology student ako 😂",depression
"after which i was diagnosed with depression and started meds... im not saying he was the catalyst. but i think i would've taken his ""jokes"" better had i been at a better place mentally",depression
i was only 5 when I was diagnosed with depression and anxiety 🙏🏻🙅🏻‍♂️,depression
"A year and a half ago I was diagnosed with depression. For the last couple months I have a moment once a week where I say to myself ""man I'm really depressed, hunh?"" so I'm glad it continues to spice things up &amp; surprise me.",depression
@renegade_roo I was diagnosed with anxiety and depression and understand! I didn't have the highs but was going between low and normal-ish though... They did suspect possible bipolar because I said I was super productive on ups but turns out overtime that I was just going between low and ok.,depression
"4/? to what I had read, because I had all these ideas from reading so much!!! I found fanfiction when I was 13 and let me tell you it literally saved my life when my parents got divorced and I was diagnosed with depression. I started writing and publishing fanfic in 2008 and it",depression
"In 2014 I was diagnosed with depression. Didn't want to leave home unless my partner was with me. Made it to the GP and eventually to a therapy course. That taught me that I had probably been suffering since age 4. Treatment was successful. I find increasingly, I 'm back there.",depression
So I was diagnosed with major depression in 2018. Prep didn't go really well. Couldn't clear neet. started preparing again...in 2019 couldn't clear again. 2020 couldn't clear again. But I did tried really hard this time and when I see all these students trying hard and still not,depression
omg i was told once if i was diagnosed with depression i'd get slapped :)),depression
"Another thing about @smbahr14's article. I was diagnosed with depression around the time ""Darlene Fades to Black"" aired. Watching Darlene cope with depression saved my life. And the Conners were more family to me than my own. @privateego @THEsaragilbert    https://t.co/h4UsTLj4jb",depression
"I was diagnosed w depression in 4th grade baby,, can't relate 🙃",depression
"@Kelly66617 Kiera is definitely not alone. I was diagnosed with depression and anxiety when I was 15. It's been a rough 7 years, but it gets better I promise. I've improved so much. Just take it day by day and don't put too much pressure on yourself. ❤",depression
"@Kelly66617 I was diagnosed with Depression at age 19, have wanted to end my life for decades bc I was being used &amp; gaslighted by my family. Well, now I'm abt to turn 58, Everyone is gone, &amp; I'm still here. My life is just beginning. Tell her to stay strong",depression
Sharing a thread abt my mental health situation and what it is abt-- that nobody asked for ✊🏻  (This is just based on what i understand and how i feel) also TW:  So i was diagnosed with depression last year then changed to mixed bipolar disorder abt 7 mos. ago +,depression
@nessaabarrett I don't know what about you but I know what is wrong with me cause I was diagnosed with depression and I hate everything ❤❤❤❤❤❤❤,depression
"@Kelly66617 She is beautiful. I was diagnosed with depression at 11, and in adulthood it morphed into depression and anxiety. I've made quite a life for myself, have a gorgeous talented son, and I'm overall happy. She's going to excel at this life thing. I can just tell. ❤️",depression
"@CoreyMcKernan Absolutely. In the six months since I was diagnosed with depression, I have only missed two days at the gym. Has been a fucking great stress reliever and place to forget my problems for part of the day as my life disintegrated.",depression
@katycorfish I didn't even know what suicidal ideation was until I was diagnosed with depression at 21. I had always thought “everyone thinks about what would happen if they turned into oncoming traffic on the freeway right?” Turns out that's not a daily thought for most 🙃,depression
"@madameofdemise I'm sorry that you've been treated like that, it really sucks and it's not right. I was diagnosed with depression and sever anxiety a few years ago but most of my family just says I'm lazy and it really sucks. Although it was hard most of the time I was able to overcome+",depression
"@waevelite ig i've always felt like i'm just “faking” it. even when i was diagnosed w/ depression &amp; anxiety. and i feel like if i actually give my behavior a name, and call it an ED, it becomes real, and i'll have to get help.",depression
"@emerald1910 Hello, We all have our up and downs. Some days I feel great,others down in the dumps. I was diagnosed with depression years ago, But I don't let it define me. Its just part of my story. You'll feel better.",depression
"@dewdlepies My first step was visiting the mental health center at my Uni where I was diagnosed with anxiety and depression, said need someone else to diagnose adhd.  Got on medicaid and took my diagnosis to a mental health brand of a hospital and got on the waiting list for a med doc who",depression
"@emerald1910 Dear Edmund, I was diagnosed with Major Depression in April 2008. It is something I have had to deal with nearly all my life. I have good days and then I have very terrible bad days. But I fight that suicide demon that lives in my head and I don't let him win.  Be strong Edmund.",depression
"I was diagnosed with major depression at 12 and I know the struggle. Therapy, medication, and healthy coping habits have really helped. Hopefully, this can help you too.",depression
"Then a total stranger contacts me via FB messenger, ""I saw you made a joke about ""funny farms"" &amp; mental health. I am mental health provider, that's offensive."" Oh honey, I was diagnosed w/ clinical depression 20 yrs ago, grew up w/ a bipolar mom.",depression
At the age of 24 I was diagnosed with depression and I carried that label around like a ball and chain.  I am not my depression. I am a fucking delight. And the people who can't vreet me are the people who don't get me.  I thought they were right. LoL.  Their loss.   Deuces.,depression
"tw // suicide  Okay guess i was diagnosed with depression for ""being lazy"" and not for making an attempt at ending my life. Totally. It's all cuz i'm lazy and not because i have an actual problem with my brain and life.",depression
"@shivanipaliwal hey baby, i know that this can be silly, but can you say “i love you malu” please?? i was diagnosed with depression, i have to take antidepressant e medication for anxiety, i really need you🥺",depression
"@__mphoe 21, When I was diagnosed with depression.",depression
@libleftlove @Keenasli i was bullied in elementary and my freshman to sophomore year and they didn't even do anything to stop it and i was diagnosed with anxiety and depression in my sophomore year so it didn't make it any better so my mental health was always bad and anxiety attacks daily like 2 or 3,depression
"@hoperhenderson Rashes on hands and forearms, edema, loss of focus, fatigue that leads to faints +++   My doctor ordered the test b/c I've been experiencing all of these things steadily since the beginning of the year. And I was diagnosed with Major Depression back in Jan. It's a combo.",depression
@fatyhaxx I don't care how the response was if it's from people I know who truly care for me even before I was diagnosed with depression &amp; BPD.  ...but the voice tone matters.,depression
"@khiahstrachan I didn't push for diagnosis untill I was diagnosed with depression. Thought an ASD diagnosis might help, as that was obviously the underlying problem....",depression
"Hahaha a CHRISTIAN just told me I was diagnosed with depression bc I post about BLM, abortions and gays 🙂",depression
"@Ashton5SOS Hey Ash, I don't if you will ever see this I I'll just feel better if I just post it here. You know, I was diagnosed with depression last year, only my two best friends knew, because I just felt like I was being a trouble. I had to take a bunch of pills just make me “feel better”",depression
"I guess first things first. I was diagnosed with depression in 2013. I've spent most of the last 7 years unmedicated. Across that time I made some stupid decisions that have cost me a lot. I've ruined friendships, relationships, and personal opportunities along the way.",depression
"cw // depression , school  hi sorry if im gonna be inactive for awhile i was diagnosed with depression again and had to quit school, i was told to get my life together so im no longer using the internet :[[ i'll still use it just not that long but yeahhh :]] bye :D",depression
@MirthxM 2 years. I had to really put myself back together and at the time I lost someone closer to me so I was diagnosed with depression and almost quit school. I don't blame him though I think the break up forced me to process somethings I had buried all my life,depression
At 18 I was diagnosed with depression after seeking professional help thanks to my college counselor. I have days where I just come home and cry today was one where I wish I would have stayed home,depression
@DCockle Hey Doug! Since you voice the awesome Gerald of Rivia. I'm hoping you can share some advice. I was diagnosed with Depression/Anxiety pre covid. It's been a tough year. What lines have you learned being a Witcher that have helped you through tough times in your life?,depression
"I was diagnosed with clinical depression (MDD) &amp; anxiety (GAD) about 4 yrs ago. gettimg better, but 'getting better' is relative. There are degrees of better. Same for treatments. Therapy &amp; meds can help you get well, sorta better. but here's where the bowling comes in..2/",depression
"tw // depression, anxiety ment  In 2013, I was diagnosed with depression, ADD and anxiety. (I never took selfies until 2015 tho) After that, I felt my whole life spiral down. I went through a lot in middle school and the first two semesters of highschool.  (Cont.)",depression
"@Ashton5SOS Tw // Depression   i don't really mind if you see it or not, but i do hope you read it. 5 years ago i was diagnosed with depression and since then i've been fighting to stay alive, sometimes my dark side comes out and it never ends well. But seeing you, a person i truly admire, +",depression
"@Ashton5SOS i don't really mind if you answer it, but i do hope you read it. months ago i was diagnosed w depression and since then i've been fighting to stay alive and seeing u, a person i truly admire, writing songs abt things like those just makes me feel so blessed and important. 🤍",depression
sooo i was diagnosed with depression today,depression
I remember the day i was diagnosed with depression.  I was gitted and it felt strange,depression
me just mentioning my depression once: “yeah i was diagnosed with depression🙂”  that one girl in my class: “i'm hungry and depressed” “i'm so depressed😫” “you make my depression go away😂” “i'm just depressed😉” please guess who this is Damien,depression
"I was asked questions by a counselor, and I was diagnosed with depression, and I told her that my brother has hit me and that my parents haven't done anything about it and she said that she has to call cps. I went to 1 appointment and my mom expected everything to be better.",depression
TW// anxiety  So... I've never really talked about it here. But I have severe anxiety and depression. I was diagnosed in about third grade when I couldn't breath because I was having difficulty with my math hw. Around last year I was diagnosed with depression and put on meds /,depression
"i told my friend i was diagnosed with depression and they said ""oh im sorry"" HELP FHSHDIBEDURHDGSJRU",depression
"shit. It's been a decade already since I was diagnosed with major depression &amp; anxiety &amp; three years since I completely cut off contact with my father. Whenever this year comes I keep wondering how am I still around, but you know what, I'm glad I'm still here",depression
"I was diagnosed with depression later in my life as a result of trauma I faced. As such, I'm still learning how to cope when I have random days of self-hate and lethargy. I'm really struggling today and suggestions are always appreciated. #MentalHealthAwarenessDay",depression
I used to be a young man filled with hope and dreams; I have a bright future ahead of me. That is until I was diagnosed with Clinical Depression and Generalized Anxiety Disorder. Everything seemed to go downhill from there.   https://t.co/gDcJlJuZS4,depression
Lmao she says she hates my other grandma but my other grandma did the same shit when I told her I was diagnosed with depression lmao my family is filled with hippocrates that will never help me and I will never get the help I need,depression
I seldom talk about my mental health. I told you that I was diagnosed with Clinical Depression and Generalized Anxiety Disorder but that's it. I'm not saying anything else besides that.   https://t.co/JYtUhB4A7A,depression
@wineitup_bxtch Nothing wrong with that! I was diagnosed with depression and gad at 19 and didnt feel like it fit the bill. Always assumed I was bipolar because of my cycles of highs and lows. Went to a psychiatrist this year who officially diagnosed me. You know yourself better than anyone else,depression
"@crnstarchshorts @murgled Ayoo same here :s I'm 20 and had no idea that there is an inattentive type of ADHD which sounds exactly like me, I relate to everything... I was diagnosed with depression because i have low motivation to study but I don't feel like I have it and it's very frustratinggg :'(",depression
I was diagnosed with depression a long time ago and even then it felt like there was something missing like it wasn't enough if that makes sense,depression
"@RheneasProduct1 I'm so sorry to hear this Brenden. I know what it's like I was diagnosed with depression like maybe 6-7 years ago. It's pretty bad, but that's not the point. If you ever need anyone, I'm always here for ya lad. Hugs!!  https://t.co/12opLvu9en",depression
@_impembelihle @WendyZungu3 I'm so sorry ❤️. Mina I was diagnosed with depression for the first time at that company. They put us through so much,depression
I was diagnosed with depression last July... i felt even more depressed back then. It is true when they say that the medications will make you worse before you get better,depression
i honestly think i'm wayyy more mentally fucked up than i thought i was when i was diagnosed with depression and anxiety... like girl i think we have some underlying problems we need to resolve 😃,depression
"@dak @Tostitos @dallascowboys I say it might be a blessing in disguise, but not for football reasons. Please use your platform on mental health awareness. I was diagnosed with clinical depression after I tried to take my life in my teens. The world needs more people like you. Take care and speedy recovery.",depression
"@pashie_chii As someone who's questioning about possibly having adhd, don't fake etal illnesses. I was diagnosed with depression a year ago and it pisses me off when people use it as an aesthetic or as an excuse for wrongdoings. You dont want mental illness. Stop glorifying it.",depression
"And I was diagnosed with clinical depression, big whoop",depression
"@CBird73936300 @scottjay @NASCAR Chris, I will have to disagree with you on this one.  I was diagnosed with depression and anxiety disorders in my late teens.  I have no problem talking about my diagnosis, the help and counseling I received let me open up.  I reached out in silence and then found my voice.",depression
yes i am feeling excited for my birthday for the first time since i was diagnosed with depression :'),depression
"@KirstyCannon @EnvisVirginFan @VibePay Wish I could help, I was diagnosed with depression early last year and lock down took its toll on me, I'd love to be able to help people in my situation, I really hope you manage to get the help you need x",depression
2. My major in college is Sociology. I wanted to study theater and become an actor/playwright but i decided to put it on hold when i was diagnosed with depression. I don't regret my choices either. I like learning sociology and maybe i was destined to do this instead?,depression
I was diagnosed with clinical depression and was suicidal for so long Some day the urge is still there  But I know I won't take my life so feel free to judge me on my scars but they are not foolishness or cowardice but my survival story and I wear them with pride 🙃,depression
"In January I was diagnosed with anxiety and depression, at what stage do I blame it on being a twat?",depression
"tw // self harm depression anxiety  (4) yes. i was diagnosed with anxiety and depression back in 2018 after multiple self harm, but my parents does not know i was diagnosed with anxiety and depression.",depression
"""I was diagnosed with anxiety and depression, and I use my art to express myself and communicate what's inside, that I cannot do through any other form."" - Stan Munyiri   #MINDFEST2020    #MyMentalHealthFirst  https://t.co/PRoNuXQMIu",depression
"the best advice someone ever gave me was if ur getting too sad in one night, you should always try to go to bed. the sun cresting your windowsill after a long night of struggling with your inner demons is sure to heal anyone. the nex week i was diagnosed with clinical depression",depression
"TW: I was diagnosed with depression &amp; anxiety 3 years ago after I attempted suicide and sometimes I think the world would truly be a better place without me, like no one in my life would actually miss me. Like if I had done it, I think everyone would be ok. I'm so useless",depression
"@ArleneDickinson Your not alone, I was diagnosed with clinical depression/ anxiety and ADHD, and I know full well how you feel, an attack might last only 5 minutes, but to the sufferer, it seems like a lifetime, take care and you are never alone",depression
I wanna tell this for all of you but I was diagnosed with depression last year and i take antidepressants thats the truth,depression
in 3rd grade everyday i cried and 2 years later i was diagnosed with depression a year after my first attempt,depression
"#WorldMentalHealthDay hi im carson, so its mental health day huh? i dont really know what to do so i'll just share how mental health affects me last year i was diagnosed with depression, and earlier on this year i was diagnosed with anxiety, i think only last month. (cont in next",depression
"#MentalHealthAwareness Be considerate please. I was diagnosed with clinical depression in 2012. I battle, on a daily basis, with not being able to switch off. It's horrible. I hide it well. Sometimes the world can fuck off. Last Thursday was one of those days. Nobody knew.",depression
"@BigToother I find this test interesting because I was diagnosed with depression and social anxiety a few years ago, and while the social anxiety is in an all time high, have I become less depressed since I found love??  https://t.co/tTXt80jLwk",depression
"I was diagnosed with depression more than a year ago. Sometimes I get too scared to sleep because I get nightmare attacks, so I just stay up all night wondering whats wrong with me and what did I do to deserve this",depression
"when i was diagnosed with depression, i told scott and he instantly dropped whatever he was doing and took a train 100 miles just to make sure i was alright  i'm a day late to #worldmentalhealthday but remember to look out for your friends, they may be suffering",depression
"Anxiety attack/Depression is really hard;  When I was 11 years old,I was diagnosed with depression...Meron din akong anxiety and dalawang beses na akong Inatake. sa school Neto..  Nung una...Hindi Naman malala..inasikaso Naman ako Ng teacher ko then inuwi na rin ako sa bagay non.",depression
"""I was diagnosed with clinical depression in my 2nd year of university. It was terrifying to accept. Most people don't know how to deal with a mental illness, and I don't blame them. For a long time, I was just as scared and confused, too.""  Read more:  https://t.co/mCmMrYHlfq",depression
"I was under an MOE scholarship when I was diagnosed with clinical depression. My university suggested me to take a gap year and continue when I get better, I applied for the gap year from my sponsors (MOE), they dropped my scholarship instead.",depression
"I was diagnosed with depression at age 10.  I had to see a counselor at school at least once a week.  I did not go on meds, that wasn't a thing at the time.    Instead, I threw myself into art.  I drew and drew and that was my escape from my depression and the bullies at school.",depression
"A few tests later, I was diagnosed with Clinical Depression. A serotonin deficiency. That little chemical that helps control your emotions? Turns out my brain doesn't manufacture it properly.  Imagine a bathtub with the plug half covered, the tap running. That's most people.  5/",depression
@winemedineme @sadcinnati Oh ok. Yeah this year hasn't helped things any 😕...I was diagnosed with depression and anxiety last year,depression
Last year I was diagnosed with Generalized Anxiety Disorder. This year I was diagnosed with Major Depression and Bulimia. Knowing this helped me in ways I couldn't explain! Forever grateful and blessed ✨ Special shout-out to all mental health workers 👏🏽#MentalHealthAwarenessDay,depression
"It's #WorldMentalHealthDay . I'm Denver. I was diagnosed with Depression and Anxiety in 2016, after having suicidal ideations. I'm on anti-depressants. I'm also in therapy. I'm also in a much better place than I was four years ago. Ask for help if you are struggling. You got this  https://t.co/0WarFsHKw4",depression
I grew up listening to Mana and pimpinela and my mom was still surprised when I was diagnosed with depression 😌,depression
"On September 23 2019 I was diagnosed with Depression with Anxiety ,PTSD ,current moderate episode of major depressive disorder without prior episode. This has been such a challenge since a young age I pray I make it out sometimes my depression. #mentalhealth day  https://t.co/P1V11PkSvi",depression
"I usually don't talk about myself on social media, but at the age of 15 I was diagnosed with depression and anxiety. I've been through many highs and lows throughout the years. Today I got this tattoo as a reminder that my story isn't over. Mental health matters 👏🏻 you are LOVED.  https://t.co/Ff3yJ1EY1a",depression
"Today is #worldmentalhealthday. I was diagnosed with anxiety and depression almost 20yrs ago, and it's still a constant battle for me.   Remember you are not alone. It's ok to not be ok. Talk to someone if you need to. I did just that today, and it saved my day.",depression
"I wish that people were more outspoken on mental health when I was a kid/teen. When I was diagnosed with depression in highschool I refused the help I needed in fear of being judged. Fuck that, I struggled in silence for way too long. Proud of how far I've come. #MentalHealth",depression
"Hi so, 4 weeks ago I was diagnosed with depression and anxiety. I was a mess. I literally felt like I was a drainer to everyone and nothing made me happy. I've been messing up for years I realise in coping mechanisms. HOWEVER since I've opened up I've realised I'm not alone 💖  https://t.co/MsUSvBlz4N",depression
I'm bipolar while battling ADHD and OCD. And throughout my 20's and 30's I was diagnosed with clinical depression until recently when I decided I had enough and I took antidepressants.   YOU. ARE. NOT. ALONE  #WorldMentalHealthDay  #BlackMentalHealthMatters  #BlackMenAreHumansToo,depression
10 years ago I was diagnosed with depression. 5 years ago with an anxiety disorder. 2 weeks ago I found out I have PTSD. To this day the best decision I've ever made was to go to therapy. Your #MentalHealth matters. And so do you. #WorldMentalHealthDay,depression
"So it's #WorldMentalHealthDay, and yesterday I was diagnosed with anxiety and depression. Right now, my brain doesn't want to process this and is refusing to do so, but I'm taking steps to come to terms with it however I can. Might be shaky for a bit, but I'll figure it out! ;_;",depression
"I was diagnosed with depression and anxiety when I was about 11. Thanks to therapy, medication, good friends, exploration and self-awareness, I am still alive and sometimes even thriving. It's not always easy. But it's definitely more manageable. #mentalhealthday",depression
I speak from experience back in late 2011 I was diagnosed with depression it a a long time and a number of people till I found the right medication now I'm on more of an even keel sadly though it shattered my confidence Xx #WorldMentalHealthDay #MentalHealthAwareness,depression
"tw // depression, suicide  since today is #WorldMentalHealthDay I want to share something I only shared with a handful of ppl. The reason I was diagnosed with depression is that I opened up about having suicidal thoughts. I still have them, but I'm getting help and trying [1/2]",depression
"I was diagnosed with Major Depression, Generalized anxiety disorder and a Panic disorder #WorldMentalHealth #WorldSuicidePreventionDay",depression
"#MentalHealthAwarenessDay #MentalHealth at 11 i used to play outside with my friends but all of a sudden i had no energy to do so, a year later i was diagnosed with depression and anxiety. i'm now 17 still struggling trying to take it day by day.-",depression
"what they're doing. This makes going out in public exhausting. I often flinch when people move too fast near, and it's not anything to do with them, but what's been ingrained in my head to happen after that movement.   I was diagnosed with depression and anxiety in elementary",depression
"On #WorldMentalHealthDay  I hope teachers across the country are doing their best to rest and recuperate from their week. I was diagnosed with anxiety and depression 2 years ago and I'm still learning strategies. The best ones for me: exercise, sleep and talking. So...",depression
"ok here goes. I i was diagnosed with major depression when i was 16, do u judge me with that? torrie has been my celebrity crush, but ive never felt love for anyone else. why? i want love but never felt it. whats it like? bet its special, maybe one day that right girl will come?",depression
"I thought #WorldMentalHealthDay  was in May but it should be every day(!) I was diagnosed with depression back in August. It's too easy to blame lockdown.  Social media gives us the power to contact anyone at any time. ""With great power comes great responsibility!""  https://t.co/MSQJfd7EwW",depression
"Today is World Mental Health Day. I suffer from a mental health disorder, depression. I was diagnosed with depression this past February and I wasn't surprised. If you feel sad, a lack of self esteem, a change in appetite — see a therapist. Because trust me, therapists help. 🎗",depression
Seeing as it's World Mental Health Day I thought we should have a chat. Mental health is not linear. It affects everyone differently in a variety of fucked up ways. I was diagnosed with depression at 13. Anxiety at 15 and GPD at 16.,depression
"On #WorldMentalHealthDay I'm proud of how far we've come in normalizing mental health conditions since I was diagnosed with depression and anxiety 9 years ago. Still, we have so far to go. Please remember that there is no shame in admitting you need help.",depression
"@jollyrichbutt @Finnattentive I was diagnosed with anxiety and depression instead of adhd.  First time that i really felt depressed... I think, adhd could be the answer to anxiety which i have at least 25 years (i am 46). Many things i read here i feel seen. But maybe i am just lazy and complicated. 😢",depression
"I was diagnosed with depression at 7, had taken pills my entire life, living w a mental illness is nothing to be ashamed of, seek professional help and never settle for what doesn't sit right with u, talk to ur friends, family, therapist, etc...I'm always here as well",depression
I was diagnosed with depression at 8 years old. I can't say anything about #WorldMentalHealthDay that Kevin Love can't say better.,depression
"It's #WorldMentalHealthDay   I was diagnosed with depression and anxiety in 2020, though I'd been struggling for years.   There's no need for this. Ask for help, and remember:  1. You are not alone 2. You have nothing to be ashamed of 3. You are worthy of rest, support and love  https://t.co/NutoMWfILm",depression
"Today is #WorldMentalHealthDay I was diagnosed with Depression on Monday but have been suffering for 6 years. You don't have to deal with it on your own, there is nothing wrong with reaching out for help.",depression
"#MentalHealth  I was diagnosed with clinical depression when I was 13. Dark thoughts hound me every second.  I cope through escapism, but honestly it isn't a healthy lifestyle. I don't have much advice but if you guys are staying then maybe I can hang around for a bit longer.",depression
"On this day 2 years ago I was diagnosed with depression, flash-forward to today and I am 2 months free of my antidepressants and finally feeling like myself again 🥺 no matter your journey there is ALWAYS support available!!! #WorldMentalHealthDay",depression
Since it's #WorldMentalHealthDay  I want to tell Black people that it's important to get the help that you need. I was diagnosed with clinical depression at 30 years old; I am not my diagnosis but getting diagnosed literally saved my life.,depression
"TW: // self-harm // suicide //  I guess since it's WMHD, I kinda wanna share a bit about me.  I was diagnosed with depression and anxiety in middle school. I kinda didn't really understand much about it other than the fact that I was so numb and extremely down all the time.",depression
Proud stigma smasher!  I was diagnosed with depression at 12 yrs old.  I've been on antidepressants for my entire adult life. I still have days that try to speak lies to me that I am unloveable..I fight on. Mental health is just as valid as physical health. #WorldMentalHealthDay,depression
"I was diagnosed with depression and anxiety disorder when I was 21. While it continues to be a roller coaster at 35, the best thing I did for myself was seeking help, getting diagnosed, and continuing therapy. #MyStory #MentalHealth #WorldMentalHealthDay",depression
"I was diagnosed with depression and anxiety last march 2019, and had to quit school for one sem bcos i almost died from medicine overdose. It's been though but it gets better. I'm thankful everyday that i stayed! #MentalHealth #MentalHealthAwarenessDay  https://t.co/fXHrRMSMak",depression
"@macoydubs1 I was diagnosed with depression 2015, still battling it now. Laban! Walang susuko 🤗🤗🤗",depression
"I was diagnosed with clinical depression 6 year ago, kept it to myself for a year, visited a Councillor once a month. To everyone else I was still the life &amp; soul of a party, the day I told my family &amp; close friends is a day I will never forget.",depression
"2018 I was diagnosed with depression naalala ko pa sabi nung isa dyan ""di naman totoo yan kaartehan lang yan"" ang hirap niya tbh you feel tired all day and worthless. But thanks to my nanay pinatherapy ako and look at me now!😊💕 di sapat ang dasal lang #worldmentalhealthday2020",depression
"As far as i remember, this was my first selfie as i was diagnosed with depression with GAD and panic attacks last June 2020. With the help of my family, friends, prayers, &amp; the guidance of Allah (s.w.t.) i made it through all those struggles. Alhamdulillah #WorldMentalHealthDay  https://t.co/nb2vOx5TEq",depression
"It's #WorldMentalHealthDay 2 months ago I was diagnosed w/ depression; covid lockdown had done a number on me and so I sought help. I want to say to everyone, you're not alone, people out there do care and you are stronger than you think.  https://t.co/37TPPdfiFU #depression  https://t.co/jR6R2N5DBH",depression
"Today I was diagnosed with depression which I've suffered for a long time. I'd like to remind everyone to be aware of yourself. If you feel it's not right, please reach out for help. It's okay not to be okay. #worldmentalhealthday",depression
"Was hospitalised when I was 12 with chronic OCD and anxiety, and just at the start of this year I was diagnosed with depression. Despite all that, right now I'm in the best place I've ever been- no matter how hard it feels, it gets better ❤️",depression
When I was 18 (2011) I went to my GP with a rather severe case of the black dog and the jitters. I was diagnosed with depression and OCD and put on a 6 month waiting list for NHS therapy. End the stigma and fund the services properly!!! #WorldMentalHealthDay,depression
@rachelparris I agree. I was diagnosed with depression stress and anxiety when everything was seemingly fine in my life then when my partner of 14 years left me I didnt have any mental health issues then. Our brains are strange things. #MentalHealthAwarenessWeek,depression
"When I was diagnosed with anxiety and depression 11 years ago, I was not shattered. I was relieved that there was a diagnosis to what I was going through. #mentalthealthday 1/n",depression
"Everyday is a battle when you're in recovery. Mental health isn't a joke! I was diagnosed with depression 6 years ago and im still in recovery, some days are good and some are bad but you've got to keep going because it's the only option. 3 years ago i was #WorldMentalHealthDay",depression
"In 2017 I was diagnosed with depression and anxiety disorder. As many people I was hesitant to accept that, and accept help. I thought I was just overworked or exhausted. But I came to realize that fear was at the core of who I was and what I did.",depression
"I was diagnosed with depression &amp; anxiety at 19. 27 years later, I'm still fighting. Some days are fine, some days it's utterly exhausting &amp; overwhelming. My art is not only my income, it's my therapy &amp; helps clear the brain fog. Just remember that we MH warriors are strong 💚  https://t.co/u72Re0yPjY",depression
"I was diagnosed with Depression and Anxiety more than half my life ago now! This #WorldMentalHealthDay I want anyone out there who is struggling that 1) You are not alone, 2) Getting help is not weakness - it's strength 3) You are loved",depression
"Two years ago, I was diagnosed with depression and PTSD. I wouldn't be where I am today without therapy and support from my friends &amp; family.   I was one of the lucky ones. Stop the stigma and make mental health resources more accessible to those in need. #WorldMentalHealthDay",depression
lmao just realized that it will soon be 20 yrs since i was diagnosed with depression &amp; gad...wheres my expertise? where's my grasp on mental illness? idk there are so many times i want to talk/write about my experiences but like ??? (&amp; by soon i mean like 3 yrs but thats SCARY),depression
"So abit of me. I was diagnosed with anxiety and depression when I was 15 . 5 years of not knowing what was wrong and why I was thinking this way . I finally got an answer I was relieved. There were so many options to help me,to feel better to help me in my journey. I'm older now-",depression
"i was diagnosed with major depression and anxiety two years ago this month. and, while i've been open with my friends and my family, letting the world know terrifies me",depression
Today is #WorldMentalHealthDay. I was diagnosed with depression and anxiety when I was 21 after years of being terrified to go anywhere new and overly emotional. I take antidepressants and go to therapy when I need it. I am not ashamed.,depression
"I've worked for companies both shitty and amazing. The best &amp; worst have offered EAP. It's how I was diagnosed with depression &amp; anxiety, and I'm making use of them now when things are worse because 2020. Check to see if your company offers this service.",depression
i remember when i was diagnosed w depression a couple years ago my best friend at the time (we're still super close) said “i love you and your everything” and for some reason that was the most comforting thing ever. so i'm telling y'all i love you and your everything always💕💕,depression
"I was diagnosed with major depression at 16, put on Prozac and started seeing a therapist weekly. I firmly believed that Prozac saved my life. Once college started a generalized anxiety disorder was added too and I found a new therapist in Berkeley.",depression
"Again I choose to suffer for 2 years. In 2019, I was in ICU for 14 hours with terminally ill patients. I thought about life &amp; decided to take professional help. Then, I was diagnosed with depression &amp; anxiety disorder. Now, I'm taking treatment from the past 15 months.  5/n",depression
"oh btw, i was diagnosed with depression. 7 tahun hidup tapi tak hidup pon until last year akhirnya jumpa suicide specialist baru lah dapat fully recover. tahun ni baru start rehab dari segala numbness yang terkumpul. so camtulah.",depression
"@Kelly_Jackson88 I suffered from Mental health issues after my mum passed away a day before my birthday 10 years ago, I was diagnosed with depression when I turned 16, for me it's gradually got better which is amazing",depression
"“I was diagnosed with depression last year, early last year around Jan and I've been dealing with it.”  https://t.co/jRxl0fpJ8V",depression
"#Mentalhealth #MentalHealthAwareness Before I was diagnosed with depression, anxiety and severe ADHD, I was quite oblivious to mental health issues. Since then, I have gained a much deeper insight into how society views and deals with these issues.  https://t.co/ogZF4Chd0D",depression
@ronnypascale Life is a learning curve. I'm glad you're looking into it. I was diagnosed with anxiety and depression this year. It's made a huge difference.,depression
we haven't hung out in a year and i'm so excited to see her. i miss her so much you guys don't understand. when we stopped being friends my mental health plummeted dramatically. i was diagnosed with depression and anxiety. it hurt me for a while.,depression
"@gummybearcub Yeah I have always been pretty aware of my mental state. When I was diagnosed with depression, I was like 11 and brought it up to my doctors because I recognized the symptoms. But yeah, it's just frustrating when you can't do anything to stop it.",depression
"I was diagnosed with depression and Borderline Personality Disorder(BDP). This took me years to realize that I'm having a mental issue.  I struggled a lot since 2 or 3 years ago. Those stresses i had, were never handled in a correct way.",depression
"tw // depression  Hey guys,will leave twt for a couple of days since I was diagnosed with depression earlier, my doctor said to get of social media first. Don't worry i'll continue supporting skz and still join the votings. I hope you all understand. please be healthy you all :)",depression
"I think my boomer dad introducing me to the carpenters at a young age is the reason I was diagnosed with depression at the ripe age of 11,",depression
