tweet,class
"Presunción de ignorancia.
Por cierto, me gustaría saber si en vez de ser unos jugadores de fútbol del Arandina, fueran unos inmigrantes morenitos con una menor de 15, donde dejaba mucha de esta gente la presunción de inocencia y las manos a la cabeza. https://t.co/zO7K1zHB9M",No
"No puedo con lo preciosa que fue @LittleWomen, me tuvo llorando la mitad de la película, y la otra mitad sonriendo como estúpida a la pantalla.
Greta y Saoirse merecen todo. Emma, mi Timotheé, todos fueron perfectos.
Fui muy feliz, gracias por esta masterpiece.
✨🥺💖✨ https://t.co/WogHsKXCcg",No
"""Greta Gerwig reconstruye la novela mezclando recuerdos con el presente de uja forma tan loca como sorprendente dando a la película un frescor inusual en este tipo de historias""
.
Crítica por @AlbertVanden 
.
#Mujercitas 25 de diciembre en cines
https://t.co/KEWCqtIDIb",No
@InesArrimadas Es un hijo de puta.,No
@Barbijaputa @LauraRdondo @antoniojaen @peliradfem Joder! qué curiosidad... No sé como he llegado a esta discusión tan loca pero tengo una duda: @Barbijaputa y @LauraRdondo pensáis que las trans son mujeres en esencia con los mismos derechos que vosotras? Es por curiosidad. Ya que me he tragado medio hilo....,No
que a todos los gobiernos y empresas les parezca de puta madre la accion (?) de greta thunberg ya da que pensar. mas que nada porque habeis oido alguna politica o programa que vayan a seguir alguno de los dos a favor del clima que les suponga una restriccion a ellos mismos? yo no,No
VOX CASO ARANDINA BULO ANGEL LOPEZ https://t.co/V7cknni75Y vía @YouTube,No
"Bolsonaro ataca a Greta Thunberg: “Es impresionante que la prensa le dé espacio a una mocosa como esa”
https://t.co/stBSUKDJiS https://t.co/8evMVemyva",No
"“Medio millar de feministas se desplazan hasta Aranda de Duero para mostrar su apoyo a la víctima de la Arandina”
https://t.co/Yo2zpAsHJa vía @eldiariocyl",No
@elespectador @GretaThunberg @RevistaCromos ¿Los hombres? Yo no la considero estúpida ni puta... Hay que corregir eso por favor.,No
"En la cumbre, solo aplazan los posibles acuerdos al 2050. En resumen, no van ha hacer absolutamente nada. Eso si, sigamos preocupados por si Greta es o no es pura e inmaculada como la virgen de Fátima. Somos un rebaño de gilipollas que se merece la extinción. #COP25Madrid https://t.co/zjyiQNGR8C",No
"Bolsonaro llama ""mocosa"" a Greta Thunberg https://t.co/kB2Tqp2mRG https://t.co/b8MnaeX3NN",No
"Es la primera vez que los stewards están mirando el césped así que es evidente que se han unido a Greta para crear el virus, bajar la contaminación y poder ver un partido por una puta vez. #JuveInter",No
"Como han sido condenados a 38 años por agresión sexual se les ha decretado libertad bajo fianza.🤦‍♂️

Otros, a prisión preventiva durante años. https://t.co/plMxxNyNLF",No
"@susanadiaz @ParlamentoAnd Os reís en nuestra puta cara, no veis que cada vez estáis crispando mas a la población con vuestros dimes y diretes...
Que cojones buscáis? A parte de una paga vitalicio.",No
"@Barbijaputa @publico_es Una puta vergüenza! Mientras el abuso y la violación siga siendo gratis, así nos irá 😠😠",No
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter, España-// Parece que la PROGRE  Greta no es bien amada en el Viejo Continente.",No
"Curioso que todos estos hijos de puta, adoradores de Greta, salgan escaldados cada vez que se me enfrentan y les muestro datos científicos. Si tan seguros están de su falso cambio climático que den argumentos, no consignas baratas de las que se alimentan.",No
"@AnabelAlonso_of A los subnormales le ha venido de puta madre el tema del coranavirus,y cerrar las empresas y sin coles es estar de vacaciones y cómo hace buen día vamos a la Pedriza a pasar el https://t.co/ec5JttoWnD pregunto si la gente se pasa el virus, por él forro del arco del triunfo?",No
@LaFallaras @ContadorAltsasu Que puta vergüenza de justicia.,No
"@ninjasaurio55 Bueno en lo del arte y greta tiene razón, pero en el resto la imagen está bien pendeja en su mayoría.",No
#LoMásLeído👉 Una asociación de vecinos de Talavera ofrece a Greta Thunberg un burro para llegar a Madrid https://t.co/CUiYR3THRZ,No
@InesArrimadas ¡¡¡¡Menudo hijo de puta....!!!!!!.,No
"La sentencia contra los jugadores de La Arandina muestra lo que pudo haber sido la condena contra #LaManada, por @SabelaRulinha https://t.co/nDMeUuxR0v https://t.co/nOTY0OGmo1",No
@Barbijaputa Pobres chavales que son de ahí de toda la vida y no como los violadores que vienen de Plutón. Y todo por una tontería del metesaca con una golfa.  Caya por Dios.,No
"Hoy, en Antena 3, toca defender a los del Arandina y a Zozulya.",No
"La abogada de la víctima de la Arandina: «Está encerrada en casa, no puede salir a la calle e incluso teme por su integridad física» https://t.co/yeZhlO7EVw vía @elcomerciodigit",No
"«Estos chicos son las cabezas de turco por el caso de Pamplona». Olga Navarro, abogada de Raúl Calvo, uno de los jugadores condenados a 38 años de cárcel por agresión sexual, censura que «una menor puede meter hoy en la cárcel a quien quiera» https://t.co/gc7jPYxnoD",No
Aparte de estar buscando casa y escuela en HMO jajaj ando de loca a ver a que vamos a ir a visitar en Arizona 😅 y muchos lugares que tiene HMO obvio jajja pero si viajar a muchas ciudades pareciera que estar de vacaciones siempre 😅,No
"Por cada niño que debería estar en la escuela en vez de empuñando un AK47, o vendiendo su cuerpo, o rebuscado en la basura, o en una mina de litio, hay un gilipollas mandando a Greta al colegio.",No
"Gran análisis que desmiente los bulos de El País. 
""El País asegura que los hombres españoles no paran de llamar a Greta ""histérica, puta y majareta"" en base a 280 tuits"". https://t.co/FYAZc0DzZG",No
📷En imágenes: así ha sido la llegada de Greta Thunberg a Madrid https://t.co/KIUuElaDkx,No
Presidente Bolsonaro (@jairbolsonaro) se refiere a Greta Thunberg como una “mocosa” https://t.co/P0G8t7cxqG https://t.co/uIp0Zz0o0Z,No
@elespectador @GretaThunberg @RevistaCromos Este titular es el más idiota que leí...,No
La Audiencia Provincial de Burgos decide el próximo miércoles si los condenados del caso Arandina entran en prisión https://t.co/uCLdmVUhLb Informa @lauracorama https://t.co/QwehIllMiA,No
"@obseco Vaya nivel tienen algunos ministros, asusta lo gilipollas que llegan a ser. A ver si Greta pone un tweet felicitando la Navidad que ese seguro que lo retuitearía o le devolvería la felicitación seguro jaja.",No
"@LaFallaras @sanchezcastejon Os imagináis que Cataluña devuelve de una puta vez todos los bienes eclesiásticos robados a Aragón , eh fallarás.",No
@InesArrimadas @guardiacivil @PSOE Leyendo estas cosas y viendo la bajada d Pantalones tan brutal del monchito dan ganas de coger bártulos y irse a vivir a Euskadi... la Puta madre.. normal q luego tengan el per capitat q tienen...,No
"Greta, de Lisboa a Madrid: un final de trayecto dudoso, pero contaminante https://t.co/waSGdbPTAD #COP25Madrid",No
"Brasil: Jair Bolsonaro llama “mocosa” a Greta Thunberg
https://t.co/ydQUelV1A8",No
Presidente de Brasil llama «mocosa» a Greta Thunberg https://t.co/t4EUk83cnc https://t.co/bzirwL8L3J,No
"@LaFallaras @NiusDiario Son moritos Kuki !!! De los que violan y Pummm salen por patas de los juzgados riéndose en nuestra puta cara !!!! Los de Bilbao Pummm , los de Manresa Pummm y así seguido !!!!",No
"@susanadiaz 38 años de pobreza, miseria, enchufismo y choriceo..... Pena de mi Andalucía",No
"Greta Thunberg, personalidad del año de la revista Time. https://t.co/I0lCXJKbCl https://t.co/qrx58NEhXI",No
"Feministas consideran ""ejemplarizante"" la sentencia contra los jugadores de La Arandina: ""No hace falta cambiar la ley"" https://t.co/kY09bNFMCH vía @Tfeminista_",No
"#Deportes | «Caso Arandina». Los condenados del «caso Arandina»: «No somos violadores, somos unos pardillos» ➡ Los tres exfutbolistas del club critican la sentencia que les condena a 38 años de prisión
 https://t.co/BuseyVuFTh https://t.co/Z4dUMVmQZY",No
"La sociedad que no ve el delito de violación
Estos días, hemos visto una manifestación en contra de una sentencia de violación y, de nuevo, medios de comunicación con tertulianos y tertulianas que lo respaldaban. 
https://t.co/lkQXbPYmWe",No
"@susanadiaz @anaanitaana49 @psoedeandalucia Pero aún sigues en política?? Si tuvieses dignidad, tendrías que estar ya hace tiempo fuera de la politica. Pero claro, aunque sea en la oposición (gracias a Dios) se vive de puta madre verdad?",No
"@MadreDeTragonas Offtopic: no se debería mezclar el nombre de la Arandina con estos delincuentes. Es el equipo en el que jugaban, nada más. Tan pronto fueron detenidos, el club les expulsó inmediatamente, condenando cualquier tipo de violencia sexual y poniéndose a disposición de la víctima.",No
"@InesArrimadas No hemos tenemos políticas buenas en Extremadura en la puta vida,si no estaríamos como estamos 🙃.
No lo digo por ti que poco has podido o puedes hacer por mi comunidad.",No
"Sin entrar a decir si soy pro, contra o si pero... A Greta. ¿En serio la gente se dedica a llamar puta e histérica a una niña? https://t.co/KNkYTa92gu",No
"@OnceCaldas_Pasi Ya yo lo habia comentado una vez, ya Dayro vuelve al once minimo con 38 años ya pa que hptas 🤷‍♂️🤷‍♂️",No
Me pone taaaaan pero taaaaan loca tener que esperar tanto el colectivo verga 🤬😖,No
Real que le he tenido que parar los pies a un tío de 38 años porque no le daba la gana hacerme caso.,No
"#AméricaNoticias #Mundo

@jairbolsonaro  tilda a @GretaThunberg de ""mocosa"" y ella lo asume en Twitter
https://t.co/X1Y3UsfKm7 https://t.co/4TWUqTlGaN",No
"Veo a señoros muy indignados, llamar hasta ""puta roja"" a Greta Thunberg. No entienden nada, solo saben odiar. El planeta no sé si tiene remedio, este país está claro que no.",No
"Amazonia: Bolsonaro califica de mocosa a Greta Thunberg
       https://t.co/EkCqnCZ9Qw vía @laprovinciabsas",No
"@LaFallaras @NiusDiario Seguramente los provocó, al tiempo....Siento vergüenza de compartir lo que séa con estos primates, nacionalidad, raza, color, pasaporte...
Estamos rodeados de hijos de la gran puta, que defienden a grandísimos hijos de puta. Con perdón de las putas, que no tienen la culpa.",No
Los lemas bajo los que se convocó la concentración eran “hermana yo sí te creo” y “si no me matan no me creéis” https://t.co/4QXKBjNDti,No
Unidas Podemos denuncia ante la Fiscalía la difusión de los audios de la víctima del ‘caso Arandina’ https://t.co/zX4QTw05Ia,No
"https://t.co/bxUornvZwJ
Ya puedes ir preparando el bolsillo,dirigente de VOX,el de color y Alfonso USSIA ,además de la voxcera Cristina Segui y todos aquellos que hayan difundido los audios en redes sociales. https://t.co/Dir1qS0Utb",No
"La condena del caso Arandina me parece excesiva y que deja un sabor de boca malo ya que casi sale más “barato “ asesinarnos pero la manifestación en el pueblo es lo más repugnante de este 2019.
Sea como sea la niña tenía 15 años y es delito tener sexo mayores de edad con menores",No
"Greta Thunberg ha sido acusada sin pruebas de ser un títere de sus padres o de intereses oscuros, pero quienes les han tratado aseguran que ella es ""su propia jefa"" https://t.co/Cul5Pe3PNM",No
@InesArrimadas No tienes ni puta idea Leon es un reino y no somos castellanos pero si queremos España estudia un poco historia de España y entenderás un poco.,No
"Greta cambia su perfil en Twitter luego de que Bolsonaro la llamara ""mocosa"" https://t.co/KO0snhjQux",No
"Top story: Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg | Tecnología | EL PAÍS https://t.co/YpgZhjMrz1, see more https://t.co/xv6oRIV6Mu",No
"""¡Tierra a la vista!"": Greta Thunberg atracará esta misma mañana en costas portuguesas https://t.co/rGU4oOthCI",No
"Las vísceras gritan más fuerte que la razón, y eso lleva a exigir a quienes imparten justicia que lo hagan desde las entrañas, a riesgo de ser señalados. Es una cuesta abajo y sin frenos hacia la demolición del Estado de Derecho.
✍ @Proserpinasb https://t.co/26OyI01xAc",No
"Los macristas frustrados están quejándose porque dicen que  quedó todo hecho un desastre. ¿Así que de la nada HOY son todos ecologistas? Porque Argentina tenía una denuncia en la ONU por no cuidar... PERO ANDÁ A PEDIRLE DISCULPAS A GRETA THUNBERG QUE TE BURLASTE DE ELLA, IDIOTA.",No
"Lo peor del cambio climático es que vuelven los vídeos de la gente en la playa con la puta canción de Sunset Lover. Greta Thunberg, por favor para esto.",No
"España no es Arabia Saudí, aquí no se follan niñas sin que te pase nada. A la cárcel, imbéciles.
Entrevista a uno de los condenados del Caso Arandina: ""Pagamos las resacas de las demás manadas"" https://t.co/9rNAbH80ZM",No
@cayetanaAT La única cursi es la PUTA españa.,No
"Me están diciendo que no se es menos feminista por creer a los del Arandina y usar con ellos el lema ""Yo sí os creo"". De verdad que no sé qué será lo siguiente",No
"@unworthyunicor2 @michiki_ta No con cualquier MENOR. Es ilegal una relación sexual consentida con menores de 16. En este caso fue un delito por culpa de unos días: fue una relación sexual consentida, y buscada después de 35 llamadas perdidas, con una menor de 15 años y pico. Se merece 38 años de cárcel? No.",No
"@cayetanaAT Intervienen una comunidad por una vieja deuda que dejaron ellos, en lugar de intervenir a los enemigos de España. En vez de La cómica venganza de Don Mendo, esta es la patética y ridícula venganza de Don Pedro.",No
"Que grande eres, oh, gran emperador! Adoptame! https://t.co/IWXqKbhMnb",No
Los exjugadores de Arandina condenados a 38 años de prisión hoy no van a la cárcel https://t.co/j6tkGnapxO,No
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter https://t.co/pJMM6RoxTY ¡Madremiaaaaaa!!!! Leer todos los datos, y después a Trump y echar a correr. Pero ¿adonde?",No
"El presidente brasileño, Jair Bolsonaro, ha llamado “Pirralnha” (“mocosa”) a la activista @GretaThunberg que asiste a la Cumbre del Clima de Madrid https://t.co/3s0V6TFbCQ",No
@greta_lo Ajjajajajja es que ni puta idea tienen...,No
"@rickyskywalker7 Esta loca... Sssshh no le digas! que luego alega que no comprendemos que odia a los suecos, por Greta y por el sueco que le rompió el corazón. https://t.co/SgYSeMwPfe",No
"💜La Plataforma contra las Violencias Machistas de El #BIerzo y #Laciana rechaza la concentración de apoyo a los acusados por el Caso Arandina  

🔗https://t.co/0NhUuvkYH5 #leonesp",No
Greta Thunberg se convirtió en la portavoz de una generación atormentada por la emergencia climática https://t.co/Epup77jX57,No
"Presidente de Brasil, Jair Bolsonaro, llama “mocosa” a Greta Thunberg: Amazonía. “Greta ya dijo que los indígenas murieron porque estaban defendiendo la Amazonía”, ironizó el presidente. “Es impresionante que la prensa le dé espacio a una mocosa… https://t.co/bOYOPWTfDT #Mundo https://t.co/3CXgCxJyID",No
"Hilda Nakabuye, la activista que ha puesto en pie a Greta Thunberg: ""Prefiero no aprobar mis exámenes a fallar a mi generación"" https://t.co/BsJXK0eeSZ Su perfil, por @belenremacha https://t.co/Tg8DzMXMMk",No
"Greta no es ni histérica mi majareta, es solo un títere  https://t.co/7Um1t3ay6b",No
Lo de #Greta me tiene asombrada. Tengo muchos más años que ella y considero que todavía no estoy preparada lo suficiente como para decirle al mundo todo lo que pienso. Y eso que nunca en mi vida he dejado de formarme. Hay que ver lo lista que es ella y lo tonta que debo de ser yo,No
"Greta Thunberg es TT, me meto a leer el motivo y leo desde que ha fallecido hasta que viajará a Marte el próximo año. Pero luego decís que la que está loca es ella.",No
Que agradable sujeto https://t.co/bnTorFmu6m,No
"Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/wq1996uhpr a través de @elpais_tec",No
"Most #viral News Now: Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta .. https://t.co/60FyhQUS1T",No
"@monasterioR Tú no has visto Star Wars en tu puta vida, Hulia.",No
@LeticiaDolera Y es la puta ama 😍,No
¿Qué es lo que Greta Thunberg no entiende del capitalismo? https://t.co/iRuGy1Xiq5,No
"#TecnoNews Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/uyYViygbhT",No
@AdaColau Estate tranquila... Ni Dios nos salva de esta puta ruina que va a ser el gobierno de @sanchezcastejon y tus amiguitos podemitas.,No
"Bolsonaro llamó «mocosa» a la activista ambiental sueca, Greta Thunberg https://t.co/V1Q29Nh4bB https://t.co/s8sb8PyOL2",No
@monasterioR @Anuski24158940 Cuando el socialismo se apodera de las instituciones el buenísimo jode la concordia y los malos tienen ventaja. Manta de hostias y todos a la puta calle.,No
"📌 Temporada 19/20
🏆 3a. División G8
🗓️ Jornada 19   22/12/19
🆚 @CDMirandes B
⚽ @FranAdeva10 
⚽ Diego Rubio
⚽ Fer Rubio
⚽ @alvarobeli96 
⚪🔵 Aupa Arandina ⚪🔵 https://t.co/vDOGfpgehU",No
La revista Time elige a Greta Thunberg persona del año https://t.co/y2r37n3qap,No
"😳Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg | Tecnología | EL PAÍS https://t.co/Ewua2GyGcg",No
Greta Thunberg se lleva un zasca de los ferrocarriles alemanes: «Gracias por viajar en primera clase» https://t.co/fhTHu0iLfx,No
"Patético ... Histérica, marioneta y majareta: los insultos que dedican a Greta Thunberg https://t.co/2weQDumXmE via @elpais_tec",No
"Al Gore observa con alegría el movimiento que lidera en la calle la joven Greta Thunberg. ""Soy su mayor fan"", dice de ella. ""Es un desastre para la política climática"", opina, por el contrario, sobre Donald Trump, presidente de su país
https://t.co/BzpmnSPtmk",No
"@mariommarroquin https://t.co/TePRDsAmGM

De esa gente que habla de todo sin tener ni puta idea",No
"La Asamblea Feminista de Aranda pide colaboración y difusión para contrarrestar el apoyo a los violadores d un sector del pueblo. ♀️♀️♀️!

La cita tendrá lugar en la Plaza del Trigo de la localidad burgalesa, este sábado día 21 a las 19:00 horas https://t.co/aQ3sKWOQBO",No
Estoy un poco hasta el moño de que sirmpre se intente desprestigiar a la victima y se ensalze a los https://t.co/Dp9jFJKXNp menor del caso de los jugadores del Arandina parece que sea la culpable.Mientras la sociedad la castiga.Ellos se rien de todo.Violar es un chollo...,No
@InesArrimadas viendo arder otra vez Barcelona. Esto del diálogo parece que funciona de puta madre,No
LA VIÑETA | Greta en Madrid https://t.co/xhouXIr3Af Por @ManelFontdevila,No
"Puta madre por qué Greta Thunberg no es activista a favor de que echen a Ernesto Valverde a la mierda 

La puta madre hacele caras a Bartomeu bendita salvanos de este terror :(",No
Greta Thunberg responde con humor a Jair Bolsonaro quien la llama “mocosa” https://t.co/QejGWGzryo https://t.co/OhOjNwOER9,No
Una preguntita tonta: los padre de Greta iban con ella en el catamarán o cómo han venido? O es que está sola en España? 🤔,No
"#Brasil | Jair Bolsonaro, llamó ""mocosa"" a la activista Greta Thunberg, después que la joven sueca condenara el asesinato de dos indígenas en la Amazonía.
Thunberg, le tomó la palabra con gracia, y la colocó en la descripción de su perfil de Twitter.

Vía AFP https://t.co/taoOJHgFip",No
"🔵#DIRECTO Tras hablar de las «muchas movilizaciones y pocas acciones» concluyen que «desde cierto punto de vista, no se ha logrado nada» y que «sin justicia social no habrá justicia climática» #MarchaPorElClima https://t.co/ZTLCwzBe8n https://t.co/FpsmjcqhrW",No
"Una conocida se me ha quejado de que Greta la hace sentir tonta y yo, con la sensibilidad que me caracteriza a veces, voy y le suelto veladamente que es que a lo mejor lo es... Pero como a lo mejor lo es lo mismo no lo ha pillado.",No
"Bolsonaro llama ""mocosa"" a Greta Thunberg https://t.co/DQb9Aj2Jf3 #MañanasBLU https://t.co/aLxpioU20A",No
#ENMundo Greta Thunberg llegó a la Cumbre del Clima de Madrid https://t.co/P6NtdvEbml https://t.co/7XmQ3iMmD4,No
"Digo yo que si el fiscal no abre diligencias contra el resto de chicos de esa carpeta del móvil, quizás esté prevaricando y permitiendo la agresion sexual sobre una menor. No podemos quedarnos solo en los jugadores de la Arandina. https://t.co/LuwotBDHcj",No
"En @elconfidencial: 15 años de cárcel para la Manada, 38 para la Arandina: el porqué de la condena https://t.co/MffxSgdmNN",No
A Greta Thunberg se la puede criticar por muchas cosas pero por mucho que te caiga mal si tu forma de expresar esto es un video en el que sobrepones audio de una porno sobre su voz eres puta escoria,No
🔵#DIRECTO Rueda de prensa de Greta Thunberg previa a la Gran Marcha por el Clima https://t.co/kCxkDIkQA1,No
"Bolsonaro llama ""mocosa"" a Greta Thunberg - https://t.co/zo0Wp4XqyP https://t.co/kK6DthN6St",No
El tribunal hace justicia en el caso Arandina y el abogado de La Manada cuestiona la decisión https://t.co/7Npm5I9w9b,No
"Bolsonaro llama “mocosa” a Greta Thunberg. 
👉 https://t.co/hUeY7DygKB https://t.co/nyTiL1LbBv",No
"El abogado de La Manada dejó nublada a Sonsoles vía @periodistadigit 

https://t.co/Q0b7swBvia",No
"Frank Cuesta carga contra Greta Thunberg: ""Es un movimiento de vagos"" https://t.co/4XaD5uZJfr",No
"En serio quieren al weón del pájaro Valdés? Un weón cabrón de 38 años que en un mes te tiene la cagá en el camarín, todos agarrándose a combos. Ya tuvimos suficiente con cabrones en el pasado. Ahí no más compadre.",No
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter https://t.co/duK5gGhIDA",No
"@GretaThunberg no está loca
https://t.co/Lf2pkdxDTr",No
"@GretaThunberg con una sola noche de celebrar, y celebrar una fiesta totalmente estúpida... TODO MEXICO AMANECIÓ BAJO UNA NUBE CONTAMINANTE TERRIBLE... no son los gobiernos los que tienen la culpa de la contaminación... ES LA IGNORANCIA DE LOS PUEBLOS, ahh pos como la tuya",No
"gente que se siente amenazada por Greta Thunberg, episodio mil millón:

Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/4vCKN45u3W vía @elpais_tec",No
#LoMásLeído👉 Carmen Lomana arremete contra Greta Thunberg: «Esta niña es patética» https://t.co/REr0yPDML8,No
"@LaFallaras Muy cierto Cristina, esta puta mafia católica, pretende anular a la mujer, con este tipo de enseñanzas subliminales, ( Aunque no tanto). 
Toda mi  ADMIRACIÓN, y apoyo, para.las miles de mujeres fuertes, y no vírgenes como tu. Por cierto, yo tampoco soy virgen. Soy pecador.🤮",No
"Bolsonaro reacciona así tras las críticas de la joven por la muerte reciente de dos indios en la Amazonía.
https://t.co/xAFgtwThvO",No
Greta Thunberg tendrá la protección de Interior de una persona de «importante proyección pública» https://t.co/8FYDG0SACN,No
"@InesArrimadas A ver Inés, que no te enteras.
Lo de la inmunidad de Junqueras fué una auténtica chapuza.
Ahora es cuando se defiende al Estado.
Quítate de una puta vez la venda de los ojos.
Que se excarcele a Junqueras para recoger el acta es defender al Estado. Si no, otro ridiculo más.",No
La doctrina tras el caso de 'la manada' que se aplica al caso Arandina: intimidación ambiental y condena por cooperación en cada delito de agresión https://t.co/9rRPriHjSu Por @lauracorama https://t.co/u7xmamDepH,No
"Vox, ese partido para el que los violadores (inmigrantes) deberian ser expulsados o ser encerrados bajo la PPR, mientras que con los jugadores del Arandina 38 años de prisión es mucho. Alguno seguirá diciendo que la nacionalidad no tiene nada que ver con esto.
#Arandina",No
"@susanadiaz Tal día como hoy CumFraude se reúnen con EH Bildu, olvidándose de los centenares asesinados por ETA, y tú no dices que los diputados socialistas andaluces votarán NO a la investidura. Eres otro fraude por 38 años del que nos hemos librado.",No
"Ya sabéis que uno de los cometidos de Bolsonaro, cuando se dio el golpe de estado en Brasil, era la deforestación de la Amazonia y, naturalmente, los asesinatos de indígenas formaban parte de su acuerdo. https://t.co/E3bKVUuLHC",No
"@LaFallaras @Adrilastra Qué tiene en la cabeza una persona adulta para llamar fulana a una niña de 15 años, por muchas o pocas relaciones que haya tenido y si tiene o no problemas psicológicos. Llamar fulana a una niña, o a cualquiera, retrata al cerdo o cerda que lo hace... Horrorizado!",No
Caso Arandina | Convocan una manifestación de apoyo a los exjugadores de la Arandina condenados por agresión sexual ➡ Bajo los hashtag #Yosioscreo y #Estonoacabaaquí se reunirán en la Plaza Mayor de la localidad a las 18 horas. Te lo contamos aquí https://t.co/G9q9hxARtU https://t.co/HQT6asAxWb,No
"@elespectador @GretaThunberg @RevistaCromos Esa ""mocosa histérica"" le está abriendo los ojos al mundo, ojalá que existieran miles de ellas",No
@Bellaca_RM ¿No le han caido menos de 38 años? #noSabo,No
"El presidente de Brasil, Jair Bolsonaro, trató este martes de ""mocosa"" a Greta Thunberg, después que la joven activista sueca condenara el asesinato de dos indígenas en la Amazonía https://t.co/9MEBXYZWYS",No
"@el_pais Que graciosos, siempre salen con lo de histérica. Ya imagino que sí en vez de Greta fuese Johan más de uno mencionaría sus coj.... Qué tío, como planta cara a Trump y otros.",No
"Los que se lo han montado de puta madre son los padres de la Greta Tumber, han vendido a su hija a las instituciones mundiales y ahora viven del cuento.",No
#COP25 | Los activistas dejan sola a Greta Thunberg a su llegada a Madrid ➡ Un centenar de periodistas y un improvisado cordón policial reciben a la activista sueca en la estación de Chamartín. https://t.co/p5qTU5x1W7 https://t.co/aXOxBLggsd,No
Me vuelvo loca por Greta LPM,No
"@InesArrimadas Que puta vergüenza. El resto de presos que les den. Este es el Gobierno que han votado.
VIVA ESPAÑA.
VIVA LA CONSTITUCIÓN.
VIVA EL REY.",No
"Greta Thunberg reivindica a los científicos: ""Que su voz se haga más fuerte"" https://t.co/bF2zy2N07P",No
"Y luego crean un producto de marketing como Greta Thunberg para presionar a los políticos, y así nos acabaran jodiendo a todos.
Ojalá pete el planeta y nos vayamos todos a tomar por culo, por lo menos dejaríamos de aguantar a los gilipollas de turno.",No
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter | Tecnología | EL PAÍS https://t.co/RAqIS8ceZ5",No
"🚨ÚLTIMA HORA🚨Los condenados del caso Arandina, en libertad en espera de decisión judicial",No
Lo de los chavales del arandina es un poco vergüencita no?,No
"@napomalaguista Estamos hablando del caso ""Arandina"". Gracias por decir que tengo la razón. Para el resto de causisticas está el Código Penal. No debato por debatir. Chao.",No
"@LaFallaras El relato abolicionista es falaz. El abolicionismo fomenta la trata. No es más esclava una puta que una aparadora que se tira 16 horas detrás de una máquina de coser, por 3 céntimos las pieza.",No
"Bolsonaro llamó «mocosa» a la activista ambiental sueca, Greta Thunberg https://t.co/jelvzpLGjz https://t.co/cxUVWPne3R",No
"""Una mocosa como esa"": Bolsonaro carga contra Greta Thunberg por denunciar asesinato de indígenas en Brasil https://t.co/DtlGVKeJFd @MEJOR ""mocosa-o"", que ASESINO y CORRUPTO de su propio Pueblo,",No
38 años de cárcel para los de la Arandina https://t.co/6GX0w1IdRv https://t.co/1r6UvzoQmt,No
"@LaFallaras No sé quien eres, y me da igual la verdad, pero salvo insultos como vieja, loca, guarra, jamás he visto un comportamiento así como que te escupan en la calle. Vives en un barrio de la Edad Media o como va? Agradeceria respuestas normales grax",No
"@InesArrimadas Anda, pero todavía existí? 😂😂😂. Los españoles como tú dices, ya os pusieron donde estáis, osea en la Puta irrelevancia.
Ale a seguir echando bilis. 😩😩😩",No
Entre esto y #arandina yo como hombre tengo miedo a hacer mi vida @vox_es te necesitamos https://t.co/UJp5eZuKiD,No
@AFPespanol @realDonaldTrump @GretaThunberg @polcostac Cómo pueden invitar a ese idiota arrogante a una cumbre sobre el clima cuando ha renunciado al protocolo de Kyoto y todo convenios pa proteger el ambiente!,No
"""Una mocosa como esa"": Bolsonaro carga contra Greta Thunberg por denunciar asesinato de indígenas en Brasil - RT EL MOCOSO ES BOLSONARO https://t.co/GGnSDPMI9t",No
"Llamando loca a Greta, puteros y viciosos a los de la COP25.

Mi padre. https://t.co/Cq30y4rhWd",No
@AdaColau Vaya puta mierda,No
"Sé que este hilo no va ser del gusto de casi nadie, pero me resisto a no opinar...estoy leyendo ( porque quiero, esta claro) comentarios y más comentarios sobre la sentencia de los jugadores del Arandina.

9 tweets más donde intento explicarme.👇",No
@cayetanaAT a Almeida si le vas a perdonar esta PUTA MIERDA de disfraces? https://t.co/Y0MJ1O1zEc,No
"El País más leidas:  Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/Fwj86MGBxs https://t.co/bNMFxN3Xfh",No
"Bolsonaro calificó de «mocosa» a Greta Thunberg y así respondió la joven sueca 
https://t.co/FYZLPlGOPi 

Comparte0
Tweet

La activista Greta Thunberg, que asiste a la Cumbre del Clima de Madrid (COP25), fue tildada este martes de «mocosa» ... https://t.co/kyvTws5tNP",No
"@ampiciliina @LaPazi_ Me da miedo wn, y si, y díganme lo que quieran y bla bla bla, pero puta, me da alergia el espermicida de los condones, los tampones, entonces nica lo intento sabiendo que son reutilizables... perdón Greta.",No
