DailyRate,EmployeeCount,EmployeeNumber,Age,Gender,Education,EducationField,JobRole,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,BusinessTravel,DistanceFromHome,OverTime,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
549,1,1025,41,Female,2,Medical,Manufacturing Director,Research & Development,4,3,3,3,2,3,Travel_Rarely,7,No,Single,5003,2,2,2,No
466,1,1026,39,Female,1,Life Sciences,Manufacturing Director,Research & Development,4,2,4,3,3,3,Travel_Rarely,1,No,Married,12742,21,6,11,No
1055,1,1027,27,Female,4,Life Sciences,Manufacturing Director,Research & Development,1,3,4,3,2,3,Travel_Rarely,2,No,Married,4227,3,2,2,No
802,1,1028,35,Male,3,Other,Laboratory Technician,Research & Development,2,3,4,4,1,2,Travel_Rarely,10,No,Divorced,3917,3,2,1,No
265,1,1029,42,Male,2,Marketing,Manager,Sales,4,3,3,3,2,4,Travel_Rarely,5,No,Married,18303,1,0,0,No
804,1,1030,50,Male,3,Life Sciences,Laboratory Technician,Research & Development,1,3,4,3,2,3,Travel_Rarely,9,No,Married,2380,1,0,0,No
715,1,1032,59,Female,3,Life Sciences,Manufacturing Director,Research & Development,3,2,4,3,1,3,Travel_Rarely,2,Yes,Single,13726,5,3,4,No
1141,1,1033,37,Female,2,Medical,Healthcare Representative,Research & Development,1,1,2,3,1,1,Travel_Rarely,11,No,Married,4777,1,0,0,Yes
135,1,1034,55,Male,4,Medical,Healthcare Representative,Research & Development,3,3,2,3,4,3,Travel_Frequently,18,Yes,Married,6385,8,7,6,No
247,1,1035,41,Female,1,Life Sciences,Research Director,Research & Development,2,1,3,4,2,3,Non-Travel,7,No,Divorced,19973,21,16,5,No
1035,1,1036,38,Male,4,Life Sciences,Sales Executive,Sales,2,3,4,3,3,3,Travel_Rarely,3,Yes,Single,6861,1,0,0,No
265,1,1037,26,Male,2,Medical,Sales Executive,Sales,2,1,1,3,4,3,Non-Travel,29,No,Single,4969,2,2,2,Yes
266,1,1038,52,Female,1,Marketing,Manager,Sales,1,1,4,3,4,3,Travel_Rarely,2,No,Married,19845,32,14,6,Yes
1448,1,1039,44,Female,3,Medical,Sales Executive,Sales,4,4,4,3,3,3,Travel_Rarely,28,Yes,Married,13320,12,11,11,No
145,1,1040,50,Female,3,Life Sciences,Sales Executive,Sales,4,3,3,3,1,3,Non-Travel,1,No,Married,6347,18,7,0,No
885,1,1042,36,Female,4,Life Sciences,Laboratory Technician,Research & Development,3,4,1,3,3,3,Travel_Rarely,16,No,Single,2743,17,13,15,Yes
945,1,1043,39,Female,3,Medical,Manufacturing Director,Research & Development,4,3,1,3,3,3,Travel_Frequently,22,Yes,Single,10880,21,6,2,No
1038,1,1044,33,Female,1,Life Sciences,Sales Representative,Sales,2,2,4,3,4,2,Non-Travel,8,No,Single,2342,2,2,2,No
1234,1,1045,45,Female,2,Life Sciences,Manager,Sales,4,3,4,3,2,4,Travel_Rarely,11,No,Married,17650,9,3,1,No
1109,1,1046,32,Female,4,Medical,Laboratory Technician,Research & Development,4,3,3,3,2,3,Non-Travel,29,No,Single,4025,8,7,7,No
216,1,1047,34,Male,4,Marketing,Sales Executive,Sales,2,4,4,3,4,2,Travel_Rarely,1,No,Divorced,9725,15,1,0,No
1089,1,1048,59,Male,2,Technical Degree,Manager,Sales,2,3,4,3,3,1,Travel_Rarely,1,Yes,Married,11904,6,4,0,No
788,1,1049,45,Male,4,Medical,Human Resources,Human Resources,2,3,2,3,1,3,Travel_Rarely,24,No,Single,2177,6,3,0,No
124,1,1050,53,Female,3,Marketing,Sales Executive,Sales,3,2,2,3,1,3,Travel_Frequently,2,No,Married,7525,15,7,6,No
660,1,1052,36,Male,3,Other,Laboratory Technician,Research & Development,1,3,3,3,2,2,Travel_Rarely,15,No,Divorced,4834,1,0,0,Yes
342,1,1053,26,Male,3,Life Sciences,Research Scientist,Research & Development,1,3,1,3,2,3,Travel_Frequently,2,Yes,Married,2042,3,2,1,Yes
1333,1,1055,34,Female,4,Life Sciences,Sales Representative,Sales,3,3,3,3,4,3,Travel_Rarely,10,Yes,Married,2220,1,1,0,No
1144,1,1056,28,Male,1,Medical,Sales Representative,Sales,4,3,2,4,2,3,Travel_Rarely,10,No,Married,1052,1,0,0,No
1186,1,1060,38,Male,4,Other,Research Scientist,Research & Development,3,3,3,3,1,3,Travel_Frequently,3,No,Married,2821,2,2,2,No
1464,1,1061,50,Male,4,Medical,Research Director,Research & Development,2,3,3,3,4,2,Travel_Rarely,2,Yes,Married,19237,8,1,7,No
124,1,1062,37,Female,3,Other,Healthcare Representative,Research & Development,4,3,2,3,1,2,Travel_Rarely,3,No,Single,4107,4,3,0,No
300,1,1066,40,Male,3,Marketing,Sales Executive,Sales,3,3,1,3,2,2,Travel_Rarely,26,No,Married,8396,7,7,7,No
921,1,1068,26,Female,1,Medical,Research Scientist,Research & Development,1,2,3,3,3,3,Travel_Frequently,1,No,Divorced,2007,5,3,1,No
430,1,1069,46,Male,4,Medical,Research Director,Research & Development,4,3,4,3,4,3,Travel_Rarely,1,No,Divorced,19627,2,2,2,No
1082,1,1070,54,Female,4,Life Sciences,Sales Executive,Sales,3,2,3,3,2,3,Travel_Rarely,2,No,Married,10686,9,4,7,No
1240,1,1071,56,Female,3,Medical,Research Scientist,Research & Development,1,3,3,3,2,3,Travel_Frequently,9,No,Married,2942,5,4,0,No
796,1,1073,36,Female,5,Medical,Manufacturing Director,Research & Development,4,2,4,3,2,2,Travel_Rarely,12,No,Single,8858,14,8,7,No
444,1,1074,55,Male,1,Medical,Manager,Research & Development,3,2,1,3,2,4,Non-Travel,2,No,Single,16756,9,7,6,No
415,1,1076,43,Male,3,Medical,Sales Executive,Sales,3,2,4,3,3,3,Travel_Rarely,25,No,Divorced,10798,1,0,0,No
769,1,1077,20,Female,3,Marketing,Sales Representative,Sales,4,3,4,3,2,3,Travel_Frequently,9,Yes,Single,2323,2,2,0,Yes
1334,1,1079,21,Female,3,Life Sciences,Laboratory Technician,Research & Development,3,2,1,3,1,2,Travel_Rarely,10,No,Single,1416,1,0,1,Yes
1003,1,1080,46,Female,4,Life Sciences,Research Scientist,Research & Development,4,2,1,4,1,3,Travel_Rarely,8,Yes,Divorced,4615,16,13,1,No
1323,1,1081,51,Male,4,Life Sciences,Research Scientist,Research & Development,1,3,3,3,3,4,Travel_Rarely,4,Yes,Married,2461,10,0,2,Yes
1366,1,1082,28,Male,2,Technical Degree,Healthcare Representative,Research & Development,2,2,1,3,1,2,Non-Travel,24,No,Single,8722,10,7,1,Yes
192,1,1083,26,Male,2,Medical,Laboratory Technician,Research & Development,1,2,1,3,1,3,Travel_Rarely,1,No,Married,3955,5,3,1,No
1176,1,1084,30,Male,3,Other,Manufacturing Director,Research & Development,3,3,1,3,3,2,Travel_Rarely,20,No,Married,9957,6,2,0,No
509,1,1085,41,Female,2,Technical Degree,Research Scientist,Research & Development,2,4,3,3,3,3,Travel_Rarely,7,No,Married,3376,10,6,0,No
330,1,1088,38,Female,1,Life Sciences,Healthcare Representative,Research & Development,3,2,3,3,1,2,Travel_Rarely,17,No,Married,8823,19,9,1,No
1492,1,1092,40,Male,4,Technical Degree,Healthcare Representative,Research & Development,1,3,4,4,4,3,Travel_Rarely,20,No,Married,10322,11,10,11,No
1277,1,1094,27,Male,5,Life Sciences,Laboratory Technician,Research & Development,1,1,3,3,4,3,Non-Travel,8,No,Married,4621,3,2,1,No
1091,1,1096,55,Male,1,Life Sciences,Manufacturing Director,Research & Development,4,3,2,3,2,3,Travel_Frequently,2,No,Married,10976,3,2,1,No
857,1,1097,28,Female,3,Other,Research Scientist,Research & Development,3,3,3,3,4,4,Travel_Rarely,10,No,Single,3660,8,7,1,No
1376,1,1098,44,Male,2,Medical,Human Resources,Human Resources,2,2,1,3,4,3,Travel_Rarely,1,No,Married,10482,20,6,3,Yes
654,1,1099,33,Male,3,Life Sciences,Healthcare Representative,Research & Development,4,2,4,3,3,3,Travel_Rarely,5,No,Divorced,7119,3,2,1,No
1204,1,1100,35,Male,3,Technical Degree,Sales Executive,Sales,4,3,1,4,1,3,Travel_Rarely,4,Yes,Single,9582,8,7,4,Yes
827,1,1101,33,Female,4,Medical,Research Scientist,Research & Development,1,2,3,4,2,3,Travel_Frequently,29,No,Single,4508,13,7,3,Yes
895,1,1102,28,Male,2,Life Sciences,Laboratory Technician,Research & Development,1,3,3,3,4,2,Travel_Rarely,15,No,Divorced,2207,4,2,2,No
618,1,1103,34,Male,1,Life Sciences,Healthcare Representative,Research & Development,1,3,4,3,3,2,Travel_Frequently,3,No,Single,7756,6,2,0,No
309,1,1105,37,Female,4,Life Sciences,Sales Executive,Sales,4,2,4,3,3,3,Travel_Rarely,10,Yes,Divorced,6694,1,0,0,No
1219,1,1106,25,Male,1,Technical Degree,Laboratory Technician,Research & Development,4,3,4,3,2,4,Travel_Rarely,4,Yes,Married,3691,7,7,5,Yes
1330,1,1107,26,Male,3,Medical,Laboratory Technician,Research & Development,1,3,3,4,3,2,Travel_Rarely,21,No,Divorced,2377,1,1,0,Yes
1017,1,1108,33,Male,3,Medical,Research Scientist,Research & Development,1,2,2,4,2,3,Travel_Rarely,25,Yes,Single,2313,2,2,2,Yes
469,1,1109,42,Male,2,Medical,Manager,Research & Development,4,3,1,3,4,3,Travel_Rarely,2,No,Married,17665,22,6,13,No
1009,1,1111,28,Male,3,Medical,Laboratory Technician,Research & Development,1,2,2,3,1,3,Travel_Frequently,1,No,Divorced,2596,1,0,0,Yes
959,1,1113,50,Male,4,Other,Sales Executive,Sales,4,3,3,3,4,3,Travel_Frequently,1,Yes,Single,4728,0,0,0,Yes
970,1,1114,33,Female,3,Life Sciences,Sales Executive,Sales,4,3,2,3,3,3,Travel_Frequently,7,No,Married,4302,3,2,0,No
697,1,1115,34,Male,4,Life Sciences,Research Scientist,Research & Development,3,2,4,3,4,3,Non-Travel,3,No,Married,2979,0,0,0,No
1262,1,1116,48,Male,4,Medical,Manager,Research & Development,1,4,4,4,3,2,Non-Travel,1,No,Single,16885,5,4,2,No
1050,1,1117,45,Female,4,Life Sciences,Sales Executive,Sales,2,2,3,3,4,3,Non-Travel,9,No,Married,5593,15,10,4,No
994,1,1118,52,Male,4,Life Sciences,Healthcare Representative,Research & Development,2,3,2,3,4,3,Travel_Rarely,7,No,Single,10445,8,6,4,No
770,1,1119,38,Male,4,Marketing,Sales Executive,Sales,3,2,3,3,2,3,Travel_Rarely,10,Yes,Divorced,8740,8,7,2,No
1107,1,1120,29,Female,4,Life Sciences,Research Scientist,Research & Development,3,3,4,4,1,3,Travel_Rarely,28,No,Divorced,2514,7,5,1,No
950,1,1121,28,Female,3,Medical,Manufacturing Director,Research & Development,4,3,2,3,2,2,Travel_Rarely,3,No,Divorced,7655,9,7,1,No
406,1,1124,46,Male,1,Marketing,Manager,Sales,1,3,3,3,4,3,Travel_Rarely,3,No,Married,17465,12,9,4,No
130,1,1125,38,Male,2,Marketing,Sales Executive,Sales,4,3,2,3,3,3,Travel_Rarely,2,No,Single,7351,1,0,0,No
1082,1,1126,43,Female,3,Life Sciences,Manufacturing Director,Research & Development,3,3,1,3,3,3,Travel_Frequently,27,No,Married,10820,8,7,0,No
203,1,1127,39,Male,3,Life Sciences,Healthcare Representative,Research & Development,1,3,4,3,4,3,Travel_Frequently,2,No,Divorced,12169,18,7,11,Yes
1308,1,1128,40,Male,3,Medical,Research Director,Research & Development,3,2,3,3,1,4,Travel_Rarely,14,No,Single,19626,20,7,4,No
984,1,1131,21,Female,1,Technical Degree,Research Scientist,Research & Development,4,2,2,3,3,4,Travel_Rarely,1,Yes,Single,2070,2,2,2,No
439,1,1132,39,Male,3,Life Sciences,Laboratory Technician,Research & Development,3,3,2,3,3,2,Non-Travel,9,No,Single,6782,5,4,0,No
217,1,1133,36,Male,4,Life Sciences,Manufacturing Director,Research & Development,1,3,4,4,1,3,Non-Travel,18,No,Single,7779,11,9,0,No
793,1,1135,31,Male,3,Life Sciences,Sales Representative,Sales,3,4,4,3,1,3,Travel_Frequently,20,No,Married,2791,2,2,2,No
1451,1,1136,28,Male,1,Life Sciences,Research Scientist,Research & Development,1,2,2,3,1,1,Travel_Rarely,2,No,Married,3201,5,3,0,No
1182,1,1137,35,Male,2,Marketing,Sales Executive,Sales,4,3,4,3,4,3,Travel_Frequently,11,No,Divorced,4968,5,2,0,No
174,1,1138,49,Male,4,Technical Degree,Sales Executive,Sales,4,2,2,3,2,3,Travel_Rarely,8,No,Married,13120,9,8,2,No
1003,1,1140,34,Male,2,Life Sciences,Manufacturing Director,Research & Development,4,3,3,3,4,2,Travel_Frequently,2,No,Single,4033,3,2,0,No
490,1,1143,29,Female,3,Life Sciences,Research Scientist,Research & Development,4,3,2,3,4,2,Travel_Frequently,10,No,Divorced,3291,7,5,1,No
188,1,1148,42,Male,3,Medical,Laboratory Technician,Research & Development,2,1,4,3,1,3,Travel_Rarely,29,No,Single,4272,1,0,0,No
718,1,1150,29,Male,1,Medical,Manufacturing Director,Research & Development,2,2,4,3,3,2,Travel_Rarely,8,Yes,Married,5056,10,7,1,No
433,1,1152,38,Male,3,Human Resources,Human Resources,Human Resources,3,4,3,3,4,4,Travel_Rarely,1,No,Married,2844,7,6,5,No
773,1,1154,28,Male,3,Life Sciences,Research Scientist,Research & Development,3,2,3,3,4,3,Travel_Frequently,6,Yes,Divorced,2703,3,1,0,No
247,1,1156,18,Male,1,Medical,Laboratory Technician,Research & Development,3,3,3,3,4,3,Non-Travel,8,No,Single,1904,0,0,0,Yes
603,1,1157,33,Female,4,Marketing,Sales Executive,Sales,1,3,1,3,1,3,Travel_Rarely,9,Yes,Single,8224,5,2,0,Yes
167,1,1158,41,Male,4,Life Sciences,Laboratory Technician,Research & Development,2,3,4,3,1,3,Travel_Rarely,12,Yes,Married,4766,1,0,0,No
874,1,1160,31,Male,3,Medical,Laboratory Technician,Research & Development,3,3,3,3,3,2,Travel_Frequently,15,No,Married,2610,2,2,2,Yes
367,1,1161,37,Female,2,Medical,Healthcare Representative,Research & Development,3,2,4,3,3,3,Travel_Rarely,25,No,Divorced,5731,6,2,1,No
199,1,1162,27,Male,3,Life Sciences,Research Scientist,Research & Development,4,2,3,3,3,3,Travel_Rarely,6,No,Married,2539,4,2,2,No
1400,1,1163,34,Female,1,Life Sciences,Sales Executive,Sales,2,3,3,4,1,2,Travel_Rarely,9,No,Married,5714,6,5,1,No
528,1,1164,35,Male,4,Technical Degree,Human Resources,Human Resources,3,3,3,3,2,1,Travel_Rarely,8,No,Single,4323,5,4,1,No
408,1,1165,29,Female,1,Life Sciences,Sales Executive,Sales,4,2,1,3,1,1,Travel_Rarely,23,No,Married,7336,11,8,3,Yes
593,1,1166,40,Female,4,Medical,Research Director,Research & Development,2,3,3,3,3,2,Travel_Frequently,9,No,Single,13499,18,7,2,No
481,1,1167,42,Male,3,Life Sciences,Sales Executive,Sales,3,3,1,3,2,2,Travel_Frequently,12,Yes,Single,13758,21,9,13,Yes
647,1,1171,42,Male,4,Marketing,Sales Executive,Sales,2,3,1,3,4,4,Travel_Rarely,4,No,Single,5155,6,4,1,No
982,1,1172,35,Male,4,Medical,Laboratory Technician,Research & Development,4,2,3,3,2,3,Travel_Rarely,1,No,Married,2258,8,0,1,No
477,1,1173,24,Male,3,Medical,Laboratory Technician,Research & Development,4,3,2,4,4,3,Travel_Rarely,24,No,Single,3597,4,3,1,No
1485,1,1175,28,Female,1,Life Sciences,Laboratory Technician,Research & Development,3,3,4,3,4,2,Travel_Rarely,12,Yes,Married,2515,1,1,0,Yes
1384,1,1177,26,Male,4,Medical,Laboratory Technician,Research & Development,1,4,4,4,2,3,Travel_Rarely,3,No,Married,4420,8,7,0,No
852,1,1179,30,Male,3,Marketing,Sales Executive,Sales,3,2,3,3,1,3,Travel_Rarely,10,No,Married,6578,10,3,1,No
902,1,1180,40,Female,2,Medical,Research Scientist,Research & Development,3,2,4,3,4,1,Travel_Frequently,26,Yes,Married,4422,1,1,0,No
819,1,1182,35,Male,3,Life Sciences,Manufacturing Director,Research & Development,3,2,2,3,2,4,Travel_Rarely,2,No,Divorced,10274,7,7,6,No
669,1,1184,34,Male,3,Medical,Healthcare Representative,Research & Development,4,2,1,4,3,3,Travel_Frequently,1,No,Single,5343,13,9,4,No
636,1,1185,35,Male,4,Other,Laboratory Technician,Research & Development,4,2,4,3,2,4,Travel_Frequently,4,No,Married,2376,2,2,2,No
1372,1,1188,43,Female,3,Marketing,Sales Executive,Sales,1,1,3,3,2,2,Travel_Rarely,9,No,Single,5346,4,3,1,Yes
862,1,1190,32,Female,1,Life Sciences,Sales Representative,Sales,3,3,1,3,3,3,Non-Travel,2,No,Divorced,2827,1,0,0,No
718,1,1191,56,Female,4,Technical Degree,Manager,Research & Development,4,3,1,3,4,3,Travel_Rarely,4,No,Divorced,19943,5,2,4,No
1401,1,1192,29,Female,1,Medical,Laboratory Technician,Research & Development,2,3,4,3,1,3,Travel_Rarely,6,No,Married,3131,10,8,0,No
645,1,1193,19,Male,2,Life Sciences,Research Scientist,Research & Development,3,3,1,4,3,3,Travel_Rarely,9,No,Single,2552,1,1,0,No
1457,1,1195,45,Female,3,Medical,Research Scientist,Research & Development,1,3,3,3,3,2,Travel_Rarely,7,Yes,Married,4477,3,2,0,No
977,1,1196,37,Female,3,Life Sciences,Manufacturing Director,Research & Development,4,2,4,3,2,2,Travel_Rarely,1,No,Married,6474,14,8,3,No
805,1,1198,20,Male,3,Life Sciences,Laboratory Technician,Research & Development,1,2,3,3,1,2,Travel_Rarely,3,No,Single,3033,2,2,1,No
1097,1,1200,44,Male,4,Life Sciences,Research Scientist,Research & Development,3,3,3,3,3,3,Travel_Rarely,10,Yes,Single,2936,6,4,0,Yes
1223,1,1201,53,Female,2,Medical,Manager,Research & Development,4,3,3,3,2,3,Travel_Rarely,7,No,Divorced,18606,7,7,4,No
942,1,1202,29,Female,1,Life Sciences,Research Scientist,Research & Development,2,1,4,3,1,2,Travel_Rarely,15,Yes,Married,2168,5,4,1,No
1256,1,1203,22,Male,4,Life Sciences,Research Scientist,Research & Development,3,2,4,3,2,3,Travel_Frequently,3,Yes,Married,2853,0,0,0,Yes
1402,1,1204,46,Female,3,Marketing,Manager,Sales,3,3,1,4,1,3,Travel_Rarely,2,No,Married,17048,26,15,15,No
111,1,1206,44,Male,3,Life Sciences,Research Scientist,Research & Development,4,1,3,3,4,3,Non-Travel,17,No,Single,2290,0,0,0,No
147,1,1207,33,Male,3,Human Resources,Human Resources,Human Resources,2,3,3,3,4,3,Travel_Rarely,2,No,Married,3600,5,4,1,No
906,1,1210,41,Male,2,Life Sciences,Research Scientist,Research & Development,1,2,1,3,1,1,Non-Travel,5,No,Divorced,2107,1,0,0,Yes
1329,1,1211,30,Male,4,Life Sciences,Sales Executive,Sales,3,3,1,3,3,3,Travel_Rarely,29,No,Divorced,4115,4,3,0,No
1184,1,1212,40,Male,4,Medical,Sales Executive,Sales,2,3,2,3,4,3,Travel_Frequently,2,No,Married,4327,0,0,0,No
1421,1,1215,50,Female,3,Medical,Manager,Research & Development,4,3,1,4,3,3,Travel_Frequently,2,No,Married,17856,2,2,2,No
1179,1,1216,28,Male,4,Medical,Laboratory Technician,Research & Development,4,2,1,3,3,3,Travel_Rarely,19,No,Married,3196,6,5,3,No
1450,1,1217,46,Male,2,Life Sciences,Research Director,Research & Development,4,3,2,3,1,3,Travel_Rarely,15,No,Married,19081,4,2,0,No
1361,1,1218,35,Male,4,Life Sciences,Sales Executive,Sales,3,3,1,3,4,3,Travel_Rarely,17,Yes,Married,8966,7,7,1,No
984,1,1219,24,Female,2,Life Sciences,Laboratory Technician,Research & Development,4,3,2,3,1,1,Travel_Rarely,17,No,Married,2210,1,0,0,Yes
1146,1,1220,33,Female,3,Medical,Sales Executive,Sales,2,3,3,3,1,2,Travel_Frequently,25,No,Married,4539,10,7,0,No
917,1,1221,36,Male,4,Life Sciences,Laboratory Technician,Research & Development,3,1,3,3,3,3,Travel_Rarely,6,No,Divorced,2741,7,7,1,No
853,1,1224,30,Male,4,Life Sciences,Laboratory Technician,Research & Development,3,3,3,3,1,2,Travel_Rarely,7,No,Divorced,3491,10,7,8,No
200,1,1225,44,Male,4,Other,Research Scientist,Research & Development,4,3,4,4,2,3,Travel_Rarely,29,No,Single,4541,20,11,13,No
654,1,1226,20,Male,3,Marketing,Sales Representative,Sales,3,4,4,3,4,3,Travel_Rarely,21,No,Single,2678,2,1,2,No
150,1,1228,46,Male,4,Technical Degree,Manufacturing Director,Research & Development,4,3,4,3,3,2,Travel_Rarely,2,No,Divorced,7379,6,3,1,No
179,1,1231,42,Male,5,Medical,Human Resources,Human Resources,4,4,1,3,1,4,Non-Travel,2,No,Married,6272,4,3,0,No
696,1,1233,60,Male,4,Marketing,Sales Executive,Sales,2,4,4,3,2,3,Travel_Rarely,7,Yes,Divorced,5220,11,7,1,No
116,1,1234,32,Female,3,Other,Laboratory Technician,Research & Development,3,2,2,4,3,3,Travel_Frequently,13,No,Married,2743,2,2,2,No
1316,1,1235,32,Female,2,Life Sciences,Research Scientist,Research & Development,4,3,3,3,4,3,Travel_Frequently,2,Yes,Single,4998,8,7,0,No
363,1,1237,36,Female,3,Technical Degree,Manufacturing Director,Research & Development,3,1,1,4,3,3,Travel_Rarely,1,Yes,Divorced,10252,7,7,7,No
117,1,1238,33,Male,3,Medical,Research Scientist,Research & Development,1,3,4,3,2,3,Travel_Rarely,9,No,Married,2781,14,10,4,No
107,1,1239,40,Female,3,Technical Degree,Sales Executive,Sales,2,2,2,3,2,4,Travel_Rarely,10,No,Divorced,6852,5,1,1,No
1356,1,1240,25,Male,4,Life Sciences,Sales Executive,Sales,3,3,4,3,2,3,Travel_Rarely,10,No,Single,4950,4,3,1,No
1465,1,1241,30,Male,3,Medical,Research Scientist,Research & Development,4,3,2,4,1,3,Travel_Rarely,1,Yes,Married,3579,11,9,5,No
458,1,1242,42,Female,5,Medical,Research Director,Research & Development,1,3,1,3,3,3,Travel_Frequently,26,Yes,Married,13191,1,0,0,No
1212,1,1243,35,Female,2,Marketing,Sales Executive,Sales,3,2,4,3,2,2,Non-Travel,8,Yes,Married,10377,13,2,4,No
1103,1,1244,27,Male,3,Life Sciences,Research Scientist,Research & Development,1,3,1,3,4,2,Travel_Rarely,14,Yes,Married,2235,9,7,6,No
966,1,1245,54,Female,4,Life Sciences,Manufacturing Director,Research & Development,4,3,3,3,1,1,Travel_Frequently,1,No,Divorced,10502,5,4,1,No
1117,1,1246,44,Female,1,Life Sciences,Research Scientist,Research & Development,1,4,4,3,4,3,Travel_Rarely,2,No,Married,2011,10,5,7,No
504,1,1248,19,Female,3,Medical,Research Scientist,Research & Development,1,2,2,4,2,4,Non-Travel,10,Yes,Single,1859,1,1,0,Yes
1010,1,1249,29,Female,3,Life Sciences,Research Scientist,Research & Development,1,3,4,3,1,3,Travel_Rarely,1,No,Divorced,3760,3,2,1,No
685,1,1250,54,Male,3,Life Sciences,Research Director,Research & Development,4,3,4,3,1,3,Travel_Rarely,3,No,Married,17779,10,9,0,No
1332,1,1251,31,Male,2,Medical,Healthcare Representative,Research & Development,3,3,1,3,4,2,Travel_Rarely,11,Yes,Married,6833,6,5,0,No
1062,1,1252,31,Female,3,Medical,Healthcare Representative,Research & Development,3,2,1,3,2,3,Travel_Rarely,24,No,Single,6812,10,9,1,No
326,1,1254,59,Female,3,Life Sciences,Sales Executive,Sales,3,2,4,3,4,3,Travel_Rarely,3,No,Single,5171,6,1,0,No
920,1,1255,43,Male,3,Life Sciences,Research Director,Research & Development,3,1,4,3,2,3,Travel_Rarely,3,No,Married,19740,8,7,0,No
1098,1,1256,49,Male,2,Medical,Manager,Research & Development,1,2,3,3,3,4,Travel_Rarely,4,No,Married,18711,1,0,0,No
469,1,1257,36,Male,3,Technical Degree,Research Scientist,Research & Development,3,3,2,3,3,2,Travel_Frequently,3,No,Married,3692,11,10,0,No
969,1,1258,48,Male,2,Technical Degree,Laboratory Technician,Research & Development,4,4,2,3,3,2,Travel_Rarely,2,No,Single,2559,1,0,0,No
1167,1,1259,27,Male,2,Life Sciences,Research Scientist,Research & Development,1,3,3,3,2,3,Travel_Rarely,4,No,Divorced,2517,5,3,0,No
1329,1,1260,29,Male,3,Life Sciences,Healthcare Representative,Research & Development,3,3,4,3,2,3,Travel_Rarely,7,Yes,Divorced,6623,6,0,1,No
715,1,1263,48,Male,3,Life Sciences,Research Director,Research & Development,4,2,4,3,3,4,Travel_Rarely,1,No,Single,18265,1,0,0,No
694,1,1264,29,Female,3,Life Sciences,Research Director,Research & Development,4,2,4,3,2,2,Travel_Rarely,1,No,Divorced,16124,7,7,1,No
1320,1,1265,34,Female,3,Technical Degree,Research Scientist,Research & Development,3,4,3,3,4,2,Travel_Rarely,20,No,Married,2585,1,0,0,No
1099,1,1267,44,Male,3,Marketing,Manager,Sales,2,3,2,3,3,3,Travel_Rarely,5,No,Married,18213,22,9,3,No
536,1,1268,33,Male,5,Marketing,Sales Executive,Sales,4,4,3,3,4,3,Travel_Rarely,10,Yes,Divorced,8380,9,8,0,No
265,1,1269,19,Female,3,Life Sciences,Research Scientist,Research & Development,2,4,4,3,4,3,Travel_Rarely,25,Yes,Single,2994,1,0,0,No
373,1,1270,23,Male,2,Life Sciences,Research Scientist,Research & Development,4,3,3,4,4,3,Travel_Rarely,1,No,Married,1223,1,0,0,No
599,1,1273,25,Male,1,Life Sciences,Sales Representative,Sales,3,1,4,3,4,3,Travel_Frequently,24,Yes,Single,1118,1,0,1,Yes
583,1,1275,26,Male,2,Life Sciences,Research Scientist,Research & Development,3,3,4,4,2,2,Travel_Rarely,4,Yes,Single,2875,8,5,2,No
1449,1,1277,45,Female,3,Marketing,Manager,Sales,1,1,2,3,1,3,Travel_Rarely,2,Yes,Single,18824,24,10,1,Yes
177,1,1278,55,Male,1,Medical,Healthcare Representative,Research & Development,4,2,2,3,4,3,Non-Travel,8,Yes,Divorced,13577,33,9,15,No
251,1,1279,21,Female,2,Life Sciences,Laboratory Technician,Research & Development,1,2,3,4,3,1,Travel_Frequently,10,No,Single,2625,2,2,2,Yes
168,1,1280,46,Female,2,Marketing,Manager,Sales,4,2,2,3,3,3,Travel_Rarely,4,No,Married,18789,11,4,0,No
131,1,1281,34,Female,3,Marketing,Sales Executive,Sales,3,3,1,3,4,3,Travel_Rarely,2,Yes,Single,4538,3,2,0,No
237,1,1282,51,Male,3,Life Sciences,Manager,Sales,4,3,2,4,1,2,Travel_Frequently,9,Yes,Divorced,19847,29,10,11,No
1429,1,1283,59,Male,4,Medical,Manufacturing Director,Research & Development,4,3,4,3,4,2,Travel_Rarely,18,No,Single,10512,9,7,5,No
135,1,1285,34,Female,3,Medical,Laboratory Technician,Research & Development,3,3,2,3,3,4,Travel_Frequently,19,No,Divorced,4444,11,8,5,No
791,1,1286,28,Male,4,Medical,Laboratory Technician,Research & Development,4,3,3,3,3,2,Travel_Frequently,1,Yes,Single,2154,4,2,0,No
1199,1,1288,44,Male,2,Life Sciences,Manager,Research & Development,3,4,1,3,4,2,Travel_Rarely,4,No,Divorced,19190,25,9,14,No
648,1,1289,34,Male,3,Life Sciences,Human Resources,Human Resources,3,2,2,3,4,4,Travel_Frequently,11,No,Married,4490,10,9,1,No
735,1,1291,35,Male,1,Life Sciences,Research Scientist,Research & Development,3,3,3,3,4,3,Travel_Rarely,6,Yes,Married,3506,3,2,2,No
603,1,1292,42,Female,4,Medical,Research Scientist,Research & Development,2,4,2,3,4,3,Travel_Rarely,7,Yes,Married,2372,1,0,0,No
