sex,age,who,adult_male,class,alive,alone,sibsp,parch,fare,deck,embark_town,survived?
female,30.0,woman,False,Third,no,False,1,1,24.15,,Southampton,NO
male,34.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
female,31.0,woman,False,Second,yes,False,1,1,26.25,,Southampton,YES
male,11.0,child,False,First,yes,False,1,2,120.0,B,Southampton,YES
male,0.42,child,False,Third,yes,False,0,1,8.5167,,Cherbourg,YES
male,27.0,man,True,Third,yes,True,0,0,6.975,,Southampton,YES
male,31.0,man,True,Third,no,True,0,0,7.775,,Southampton,NO
male,39.0,man,True,First,no,True,0,0,0.0,A,Southampton,NO
female,18.0,woman,False,Third,no,True,0,0,7.775,,Southampton,NO
male,39.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
female,33.0,woman,False,First,yes,False,1,0,53.1,E,Southampton,YES
male,26.0,man,True,Third,no,True,0,0,7.8875,,Southampton,NO
male,39.0,man,True,Third,no,True,0,0,24.15,,Southampton,NO
male,35.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
female,6.0,child,False,Third,no,False,4,2,31.275,,Southampton,NO
male,30.5,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,,man,True,First,no,True,0,0,0.0,B,Southampton,NO
female,23.0,woman,False,Third,no,True,0,0,7.925,,Southampton,NO
male,31.0,man,True,Second,no,False,1,1,37.0042,,Cherbourg,NO
male,43.0,man,True,Third,no,True,0,0,6.45,,Southampton,NO
male,10.0,child,False,Third,no,False,3,2,27.9,,Southampton,NO
female,52.0,woman,False,First,yes,False,1,1,93.5,B,Southampton,YES
male,27.0,man,True,Third,yes,True,0,0,8.6625,,Southampton,YES
male,38.0,man,True,First,no,True,0,0,0.0,,Southampton,NO
female,27.0,woman,False,Third,yes,False,0,1,12.475,E,Southampton,YES
male,2.0,child,False,Third,no,False,4,1,39.6875,,Southampton,NO
male,,man,True,Third,no,True,0,0,6.95,,Queenstown,NO
male,,man,True,Third,no,True,0,0,56.4958,,Southampton,NO
male,1.0,child,False,Second,yes,False,0,2,37.0042,,Cherbourg,YES
male,,man,True,Third,yes,True,0,0,7.75,,Queenstown,YES
female,62.0,woman,False,First,yes,True,0,0,80.0,B,,YES
female,15.0,child,False,Third,yes,False,1,0,14.4542,,Cherbourg,YES
male,0.83,child,False,Second,yes,False,1,1,18.75,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.2292,,Cherbourg,NO
male,23.0,man,True,Third,no,True,0,0,7.8542,,Southampton,NO
male,18.0,man,True,Third,no,True,0,0,8.3,,Southampton,NO
female,39.0,woman,False,First,yes,False,1,1,83.1583,E,Cherbourg,YES
male,21.0,man,True,Third,no,True,0,0,8.6625,,Southampton,NO
male,,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,32.0,man,True,Third,yes,True,0,0,56.4958,,Southampton,YES
male,,man,True,First,yes,True,0,0,29.7,C,Cherbourg,YES
male,20.0,man,True,Third,no,True,0,0,7.925,,Southampton,NO
male,16.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
female,30.0,woman,False,First,yes,True,0,0,31.0,,Cherbourg,YES
male,34.5,man,True,Third,no,True,0,0,6.4375,,Cherbourg,NO
male,17.0,man,True,Third,no,True,0,0,8.6625,,Southampton,NO
male,42.0,man,True,Third,no,True,0,0,7.55,,Southampton,NO
male,,man,True,Third,no,False,8,2,69.55,,Southampton,NO
male,35.0,man,True,Third,no,True,0,0,7.8958,,Cherbourg,NO
male,28.0,man,True,Second,no,False,0,1,33.0,,Southampton,NO
female,,woman,False,First,yes,False,1,0,89.1042,C,Cherbourg,YES
male,4.0,child,False,Third,no,False,4,2,31.275,,Southampton,NO
male,74.0,man,True,Third,no,True,0,0,7.775,,Southampton,NO
female,9.0,child,False,Third,no,False,1,1,15.2458,,Cherbourg,NO
female,16.0,woman,False,First,yes,False,0,1,39.4,D,Southampton,YES
female,44.0,woman,False,Second,no,False,1,0,26.0,,Southampton,NO
female,18.0,woman,False,Third,yes,False,0,1,9.35,,Southampton,YES
female,45.0,woman,False,First,yes,False,1,1,164.8667,,Southampton,YES
male,51.0,man,True,First,yes,True,0,0,26.55,E,Southampton,YES
female,24.0,woman,False,Third,yes,False,0,3,19.2583,,Cherbourg,YES
male,,man,True,Third,no,True,0,0,7.2292,,Cherbourg,NO
male,41.0,man,True,Third,no,False,2,0,14.1083,,Southampton,NO
male,21.0,man,True,Second,no,False,1,0,11.5,,Southampton,NO
female,48.0,woman,False,First,yes,True,0,0,25.9292,D,Southampton,YES
female,,woman,False,Third,no,False,8,2,69.55,,Southampton,NO
male,24.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
female,42.0,woman,False,Second,yes,True,0,0,13.0,,Southampton,YES
female,27.0,woman,False,Second,yes,False,1,0,13.8583,,Cherbourg,YES
male,31.0,man,True,First,no,True,0,0,50.4958,A,Southampton,NO
male,,man,True,Third,no,True,0,0,9.5,,Southampton,NO
male,4.0,child,False,Third,yes,False,1,1,11.1333,,Southampton,YES
male,26.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,47.0,woman,False,First,yes,False,1,1,52.5542,D,Southampton,YES
male,33.0,man,True,First,no,True,0,0,5.0,B,Southampton,NO
male,47.0,man,True,Third,no,True,0,0,9.0,,Southampton,NO
female,28.0,woman,False,Second,yes,False,1,0,24.0,,Cherbourg,YES
female,15.0,child,False,Third,yes,True,0,0,7.225,,Cherbourg,YES
male,20.0,man,True,Third,no,True,0,0,9.8458,,Southampton,NO
male,19.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,56.0,woman,False,First,yes,False,0,1,83.1583,C,Cherbourg,YES
female,25.0,woman,False,Second,yes,False,0,1,26.0,,Southampton,YES
male,33.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,22.0,woman,False,Third,no,True,0,0,10.5167,,Southampton,NO
male,28.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
male,25.0,man,True,Third,no,True,0,0,7.05,,Southampton,NO
female,39.0,woman,False,Third,no,False,0,5,29.125,,Queenstown,NO
male,27.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
female,19.0,woman,False,First,yes,True,0,0,30.0,B,Southampton,YES
female,,woman,False,Third,no,False,1,2,23.45,,Southampton,NO
male,26.0,man,True,First,yes,True,0,0,30.0,C,Cherbourg,YES
male,32.0,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
