tweet,class
I HATE MY CPMOUTER it sed on stickie note that they changed stuff around and they did it happend to others :Sss,Non Bullying
"Damn. 11a-2p RT @Orbitcast: New ""Kids Stuff"" show launching on Sirius XM Kids Place Live http://tinyurl.com/a49xds",Non Bullying
I used to hate that about doing requests. It's one of the reasons I stopped. It's not that difficult to read and count! LOL.,Non Bullying
  Never.,Non Bullying
hah!!! sucks being in canda! Roland  we have bright sunny skys,Non Bullying
hey praying for u man. I hate strep,Non Bullying
le gasp! I'm so jealous  I fucking love NY!,Non Bullying
  hahhahahahahah i love you.r MARKERS! a new blue and a new purple one. please :Dr crayola :),Non Bullying
the leg up one.no thank you! i am toooo fat for it! i always thought yoga was easy.thats cause i never tried it! i am SORE 2day!,Non Bullying
 do you like the sound of the wind chimes?,Non Bullying
Don't hate me. I bought the Coldplay EP.,Non Bullying
they seem to be the same every damn year,Non Bullying
what the fuck  so what you wanna like twitter battle or some shit?  I mean 'the fuck is you sayin'??,Non Bullying
thats so gay :-P,Non Bullying
  nahh,Non Bullying
 samee here bby gurl,Non Bullying
good  have some for me... im maintaining sobriety for the night... sucks.. as a matter of fact  have three.,Non Bullying
thanks  I'll give it a try... Just took a sudafed even tho I hate taking meds while preggers....see if that helps,Non Bullying
damn  sorry to hear it,Non Bullying
my hubby says no - he (freak) likes poodles. I like australian shepherds. So we're stuck w/ a mutt. But thx for the lead!,Non Bullying
thanks. he's doing better  stable for the moment. Hoping the industrial strength antibiotics will do the trick. Still sucks.,Non Bullying
dont hate on my man booba. That's corentin's homeboy. He's a super sexy french rapper,Non Bullying
 Are you picky about spelling and grammar?,Non Bullying
I'm sure!! I despise cleaning  although I'm an organization freak!,Non Bullying
  i likey.,Non Bullying
  (:,Non Bullying
 I was juuust saying hi :),Non Bullying
I hate auntie flow too.  I should be starting soon. :(  I gained weight this week from pms (eating a lot)!,Non Bullying
Lot of folk hate process. Hope you've got management support or you'll go mad. RU implmenting an ITIL type meth or cleaning up chaos,Non Bullying
damn daylight savings time LOL,Non Bullying
The libertarian case for gay marriage.  http://tinyurl.com/2f6xbm,Non Bullying
hate is good tho  free publicity  ppl who hate don't realize how much good it does to the other person,Non Bullying
or tight ass pants..smh,Non Bullying
  I love roller coasters!! :],Non Bullying
"asses and it's like the whole world is like  ""OMG  I HAVE NEVER SEEN AN ASS LIKE THAT EVER IN LIFE!""  wut?!?!!  Outrage! lol",Non Bullying
 have you been to any ocean park?,Non Bullying
gotta love brandon! damn!,Non Bullying
  nope,Non Bullying
 Would you ever sell drugs if you were poor?,Non Bullying
don't worry. i love my niece and hate my sister in law. I think its like a rule or something.,Non Bullying
  I don't think they're hard enough to be honest. Society wouldn't be the way it is if people would make they're kids have morals and standards. Aids is spreading at an unbelievable rate these days. Just sayin...,Non Bullying
hahaha I knew you'd hate it,Non Bullying
..... I pretty much hate T-mobile....,Non Bullying
finally someone reviews Death Proof and understands the film and why it's fucking awesome.,Non Bullying
WHAT THE FUCK BRYAR! hahah people are making death threats to you.,Non Bullying
no  postsecret is still #1.  But @secrettweet is pretty damn entertaining too.,Non Bullying
Yup I will wait for a bit for them to get through. Deary me planes just freak me out!!,Non Bullying
  idk haha,Non Bullying
haha you're asking the wrong person. i hate eating out! (i'm really weird) you should ask huan  he's a total foodie :),Non Bullying
  One fluently. Spanish pequinta,Non Bullying
ohhh fun are u eating roasted pig?,Non Bullying
 what do you always pray for?,Non Bullying
 What YouTube video made you laugh recently?,Non Bullying
  Its just the way this world works these days. haha,Non Bullying
Blue better be your color  chick. Fuck.,Non Bullying
How's my favorite in the holiday spirit guinea pig this morning?,Non Bullying
"they don't do any of it. Them they try to front afterwards  like ""I did this and that to him last night!"" I hate when chicks lie",Non Bullying
 Do you guys like robot chicken? i do;) asked,Non Bullying
So true Dick is the best. Tomlin needs to let Bruce go  so we can get back to Steeler football with our run game running the show,Non Bullying
 can you cook?,Non Bullying
and it's a damn fine one.,Non Bullying
 What was the worst place you&;ve traveled to?,Non Bullying
  Yes haha im not gayy silly (:,Non Bullying
  Who is thiss fer real??,Non Bullying
 what&;s the last thing you said to your sibling?,Non Bullying
  lucky pringle pop,Non Bullying
makes me want to vomit. i think it's something to with my new comments system though  was fine before that. technology sucks.,Non Bullying
 Ever fell for the same guy more than once?,Non Bullying
  timothy. Lastnight for both.,Non Bullying
 heyy!,Non Bullying
"I won't cheer! Do u have this ""kick u in the back of the head really hard"" variant? Sucks! 3rd day of ultra shittiness! Ibruprfn",Non Bullying
  i dont think so?,Non Bullying
Would you mind if I blogged about it to? Hate doing that without asking first! #cleanup09,Non Bullying
So the one that really mattered was a fail? That sucks!,Non Bullying
I REALLY hate it when I sneeze  burp  and hiccup at the same time D:&lt;,Non Bullying
Yeah  I can barely navigate through one.  I hate all those distracting things in there!,Non Bullying
Is the xbox controller involved in that to-do list? If so  I'm jealous. Damn you  productivity!,Non Bullying
my 15 yr old likes to sit next to me on the couch n play fat bottom girls on the ukulele.. definitely FTW!,Non Bullying
How can you hate Hugh Laurie!?,Non Bullying
Fucking incredible. He rocked harder than anyone I've ever seen.,Non Bullying
Well  maybe you can at least be a DD for us. :P And you can stay sober enough to see my drunk ass! Hah hah.,Non Bullying
@jenndow @JenF80 And you call ME a twitter-whore. XD,Non Bullying
was Twitter freak before  now have phone. Look out!,Non Bullying
Hope you're not getting a full fluoride. Hate that. Good luck!,Non Bullying
 (girls)Can you belly dance?r (guys)can you break dance?,Non Bullying
 YO DAWG I HERD U LIKE CANS  SO WE PUT A CAN IN YO CAN SO YOU CAN HAVE A CAN WHILE ON THE CAN,Non Bullying
"""its like it was a dream""....fag.",Non Bullying
get yer own damn beer!,Non Bullying
  Basketball<3,Non Bullying
OMG. GREAT list! I can add to TMI Freak. Folo one who shares stories about sex toys. No joke.,Non Bullying
 how often do you go braless?,Non Bullying
 What do you think of women who wear revealing clothing infront of kids?,Non Bullying
damn sounds painful lol,Non Bullying
confessions? i was so horny one time i used a tiny trash bag 2 fuk the block whore. and it bust!!,Non Bullying
Well I mean  it *is* Call in Gay day today.,Non Bullying
LOL it sucks to not get buzzed. I'm just there twiddling my thumbs. LOL,Non Bullying
 Do you believe that the guy should pay on the first date?,Non Bullying
  :D awhh hahaha thanlyou,Non Bullying
 hey you&;re an amazing nice and sweet girl..pretty too!,Non Bullying
Hey  you know everyone knows the whole damn song.  We may as well join in!,Non Bullying
 So i heard that alot people were complaining on too much spam so now we are allowed 100 only? wow?,Non Bullying
  multiple times :],Non Bullying
@bosca Been a Geek is something I know i am proud off. A nerd I am not lol.,Non Bullying
"@SuzeMuse I hate when twitter makes me use dictionary.com - i feel so dumb! ""monocled"" - (I have 2 unglassed eyes - phew!)",Non Bullying
Hey  I'm sorry about the rumours. That sucks. But Erica's right  you have us FCAs behind you for anything *hugs* Hope the  ...,Non Bullying
  Janet son of a gun. haha,Non Bullying
 did you &quot;celebrate&quot; 4/20.?r lol,Non Bullying
 That person VV isn&;t daydrien is it?!?!?,Non Bullying
 If you could be invited to one person&;s birthday party  whose would it be?,Non Bullying
omg facebook has claimed another victim! hope you're at least kicking ass!,Non Bullying
  eating oranges!!!!r CASSIE I LOVE YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Non Bullying
 shan kinqst0n yo cuhz??? forrreal???,Non Bullying
hands down one of my favorite veggies (and snack) is roasted brussel sprouts w/ fat free ranch to dip it in.,Non Bullying
I know. It sucks. I've had to get a lot of people out of my life. It's sad.,Non Bullying
 look inside your bag/purse.. name three things you see,Non Bullying
  I could have a better one. :(,Non Bullying
 What was name of your first pet and why did you give it that name.,Non Bullying
damn  we're in a tight spot,Non Bullying
LOL I had completely forgot there was a comic strip called BC :)  But the real question is why do you hate your paper boy? LOL,Non Bullying
  ..,Non Bullying
  not really,Non Bullying
oh ok I know what the fail whale is then! Thanks!,Non Bullying
SuperShuttle sucks  PrimeTime Shuttle sucks: LAX is the only airport where the parking is worth the cost,Non Bullying
word? oh damn! didn't expect that response,Non Bullying
That sucks & they're definitely missing out!  People should expand their horizons.,Non Bullying
 What is your greatest regret?,Non Bullying
she ain't a bitch I'm just pretty awesome,Non Bullying
  yes we are! latinos are the smexiest ones alive! :],Non Bullying
 haha it was kayla that wrote that lol you thought it was phoebe i tricked you hahahahaahahahahah :D,Non Bullying
  people talk about something you know they have no clue about.,Non Bullying
i hate to say i use gmail to avoid deleting emails. i still have messages from '05!! but they're mostly tucked away in folders.,Non Bullying
 whats ur favorite band?,Non Bullying
  ummmmm im not sure,Non Bullying
  The Hills! Chuz Lauren was thee whole point it was clld thee Hills and there is 2much drama! Bhut I still wtch it chuz i love 2 laugh at thee dumb shit! Spencer is a prick btw!;0,Non Bullying
  yes i have before.,Non Bullying
 HAHAHA NOPE! ...,Non Bullying
 Ok  to answer your question honestly  I do want to smell your feet  but I swear the truth is that I did *not* ask you those questions  previously. That honestly was someone else.,Non Bullying
Listen Guiness. Get your paddy-ass outta here,Non Bullying
 Visit? Plz *-* http://www.e-castig.com/index.php?r=R1wwn,Non Bullying
I might be able to pull off the Ass-Miss spirit but not in the Christmas spirit!! LOL,Non Bullying
  Annoyed lol,Non Bullying
Maybe that is the prize  eh? I mean in a circus that capability could command big bucks...side show freak makes good? ;),Non Bullying
  Never;;,Non Bullying
Hey dude  SuperJail is the fucking JAM. You can watch 'em all streaming here: http://tinyurl.com/5n55hg,Non Bullying
I gave up on lighting hell this year. Got a 9 ft. pre-lit fake.  Love the smell of real but hate creating demand for tree killin',Non Bullying
IE 6 is still big because XP is still big  and IE7 sucks in XP,Non Bullying
  didnt get into star wars much actually,Non Bullying
  kkkkkk,Non Bullying
