name,japanese_name,generation,classfication,type1,type2,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,attack,defense,sp_attack,sp_defense,capture_rate,experience_growth,speed,height_m,weight_kg,hp,pokedex_number,is_legendary
Shinx,Kolinkコリンク,4,Flash Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,263,65,34,40,34,235,1059860,45,0.5,9.5,45,403,No
Luxio,Luxioルクシオ,4,Spark Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,100,363,85,49,60,49,120,1059860,60,0.9,30.5,60,404,No
Luxray,Rentorarレントラー,4,Gleam Eyes Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,523,120,79,95,79,45,1059860,70,1.4,42.0,80,405,No
Budew,Subomieスボミー,4,Bud Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,280,30,35,50,70,255,1059860,55,0.2,1.2,40,406,No
Roserade,Roseradeロズレイド,4,Bouquet Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,515,70,65,125,105,75,1059860,90,0.9,14.5,60,407,No
Cranidos,Zugaidosズガイドス,4,Head Butt Pokémon,rock,,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,7680,70,350,125,40,30,30,45,600000,58,0.9,31.5,67,408,No
Rampardos,Rampaldラムパルド,4,Head Butt Pokémon,rock,,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,7680,70,495,165,60,65,50,45,600000,58,1.6,102.5,97,409,No
Shieldon,Tatetopsタテトプス,4,Shield Pokémon,rock,steel,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,7680,70,350,42,118,42,88,45,600000,30,0.5,57.0,30,410,No
Bastiodon,Toridepsトリデプス,4,Shield Pokémon,rock,steel,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,7680,70,495,52,168,47,138,45,600000,30,1.3,149.5,60,411,No
Burmy,Minomucchiミノムッチ,4,Bagworm Pokémon,bug,,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,224,29,45,29,45,120,1000000,36,0.2,3.4,40,412,No
Wormadam,Minomadam (kusaki No Mino)ミノマダム,4,Bagworm Pokémon,bug,grass,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,3840,70,424,69,95,69,95,45,1000000,36,0.5,6.5,60,413,No
Mothim,Gamaleガーメイル,4,Moth Pokémon,bug,flying,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840,70,424,94,50,94,50,45,1000000,66,0.9,23.3,70,414,No
Combee,Mitsuhoneyミツハニー,4,Tiny Bee Pokémon,bug,flying,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840,70,244,30,42,30,42,120,1059860,70,0.3,5.5,30,415,No
Vespiquen,Beequenビークイン,4,Beehive Pokémon,bug,flying,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840,70,474,80,102,80,102,45,1059860,40,1.2,38.5,70,416,No
Pachirisu,Pachirisuパチリス,4,EleSquirrel Pokémon,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2560,100,405,45,70,45,90,200,1000000,95,0.4,3.9,60,417,No
Buizel,Buoyselブイゼル,4,Sea Weasel Pokémon,water,,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,330,65,35,60,30,190,1000000,85,0.7,29.5,55,418,No
Floatzel,Floazelフローゼル,4,Sea Weasel Pokémon,water,,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,495,105,55,85,50,75,1000000,115,1.1,33.5,85,419,No
Cherubi,Cherinboチェリンボ,4,Cherry Pokémon,grass,,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,275,35,45,62,53,190,1000000,35,0.4,3.3,45,420,No
Cherrim,Cherrimチェリム,4,Blossom Pokémon,grass,,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,450,60,70,87,78,75,1000000,85,0.5,9.3,70,421,No
Shellos,Karanakushiカラナクシ,4,Sea Slug Pokémon,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,325,48,48,57,62,190,1000000,34,0.3,6.3,76,422,No
Gastrodon,Tritodonトリトドン,4,Sea Slug Pokémon,water,ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5120,70,475,83,68,92,82,75,1000000,39,0.9,29.9,111,423,No
Ambipom,Etebothエテボース,4,Long Tail Pokémon,normal,,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,100,482,100,66,60,66,45,800000,115,1.2,20.3,75,424,No
Drifloon,Fuwanteフワンテ,4,Balloon Pokémon,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,7680,70,348,50,34,60,44,125,1640000,70,0.4,1.2,90,425,No
Drifblim,Fuwarideフワライド,4,Blimp Pokémon,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,7680,70,498,80,44,90,54,60,1640000,80,1.2,15.0,150,426,No
Buneary,Mimirolミミロル,4,Rabbit Pokémon,normal,,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,0,350,66,44,44,56,190,1000000,85,0.4,5.5,55,427,No
Lopunny,Mimilopミミロップ,4,Rabbit Pokémon,normal,,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,140,580,136,94,54,96,60,1000000,135,1.2,33.3,65,428,No
Mismagius,Mumargiムウマージ,4,Magical Pokémon,ghost,,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400,35,495,60,60,105,105,45,800000,105,0.9,4.4,60,429,No
Honchkrow,Dongkarasuドンカラス,4,Big Boss Pokémon,dark,flying,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120,35,505,125,52,105,52,30,1059860,71,0.9,27.3,100,430,No
Glameow,Nyarmarニャルマー,4,Catty Pokémon,normal,,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,310,55,42,42,37,190,800000,85,0.5,3.9,49,431,No
Purugly,Bunyattoブニャット,4,Tiger Cat Pokémon,normal,,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,452,82,64,64,59,75,800000,112,1.0,43.8,71,432,No
Chingling,Lisyanリーシャン,4,Bell Pokémon,psychic,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,6400,70,285,30,50,65,50,120,800000,45,0.2,0.6,45,433,No
Stunky,Skunpuuスカンプー,4,Skunk Pokémon,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,5120,70,329,63,47,41,41,225,1000000,74,0.4,19.2,63,434,No
Skuntank,Skutankスカタンク,4,Skunk Pokémon,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,5120,70,479,93,67,71,61,60,1000000,84,1.0,38.0,103,435,No
Bronzor,Dohmirrorドーミラー,4,Bronze Pokémon,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,5120,70,300,24,86,24,86,255,1000000,23,0.5,60.5,57,436,No
Bronzong,Dohtakunドータクン,4,Bronze Bell Pokémon,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,5120,70,500,89,116,79,116,90,1000000,33,1.3,187.0,67,437,No
Bonsly,Usohachiウソハチ,4,Bonsai Pokémon,rock,,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,5120,70,290,80,95,10,45,255,1000000,10,0.5,15.0,50,438,No
Mime Jr.,Maneneマネネ,4,Mime Pokémon,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,6400,70,310,25,45,70,90,145,1000000,60,0.6,13.0,20,439,No
Happiny,Pinpukuピンプク,4,Playhouse Pokémon,normal,,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,140,220,5,5,15,65,130,800000,30,0.6,24.4,100,440,No
Chatot,Perapペラップ,4,Music Note Pokémon,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,35,411,65,45,92,42,30,1059860,91,0.5,1.9,76,441,No
Spiritomb,Mikarugeミカルゲ,4,Forbidden Pokémon,ghost,dark,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,7680,70,485,92,108,92,108,100,1000000,35,1.0,108.0,50,442,No
Gible,Fukamaruフカマル,4,Land Shark Pokémon,dragon,ground,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,10240,70,300,70,45,40,45,45,1250000,42,0.7,20.5,58,443,No
Gabite,Gabiteガバイト,4,Cave Pokémon,dragon,ground,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,10240,70,410,90,65,50,55,45,1250000,82,1.4,56.0,68,444,No
Garchomp,Gaburiasガブリアス,4,Mach Pokémon,dragon,ground,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,10240,70,700,170,115,120,95,45,1250000,92,1.9,95.0,108,445,No
Munchlax,Gonbeゴンベ,4,Big Eater Pokémon,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,70,390,85,40,40,85,50,1250000,5,0.6,105.0,135,446,No
Riolu,Rioluリオル,4,Emanation Pokémon,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400,70,285,70,40,35,40,75,1059860,60,0.7,20.2,40,447,No
Lucario,Lucarioルカリオ,4,Aura Pokémon,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,6400,70,625,145,88,140,70,45,1059860,112,1.2,54.0,70,448,No
Hippopotas,Hippopotasヒポポタス,4,Hippo Pokémon,ground,,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,7680,70,330,72,78,38,42,140,1250000,32,0.8,49.5,68,449,No
Hippowdon,Kabaldonカバルドン,4,Heavyweight Pokémon,ground,,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,7680,70,525,112,118,68,72,60,1250000,47,2.0,300.0,108,450,No
Skorupi,Scorupiスコルピ,4,Scorpion Pokémon,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,5120,70,330,50,90,30,55,120,1250000,65,0.8,12.0,40,451,No
Drapion,Dorapionドラピオン,4,Ogre Scorp Pokémon,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,5120,70,500,90,110,60,75,45,1250000,95,1.3,61.5,70,452,No
Croagunk,Gureggruグレッグル,4,Toxic Mouth Pokémon,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,2560,100,300,61,40,61,40,140,1000000,50,0.7,23.0,48,453,No
Toxicroak,Dokurogドクロッグ,4,Toxic Mouth Pokémon,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,5120,70,490,106,65,86,65,75,1000000,85,1.3,44.4,83,454,No
Carnivine,Muskippaマスキッパ,4,Bug Catcher Pokémon,grass,,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,6400,70,454,100,72,90,72,200,1250000,46,1.4,27.0,74,455,No
Finneon,Keikouoケイコウオ,4,Wing Fish Pokémon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,330,49,56,49,61,190,600000,66,0.4,7.0,49,456,No
Lumineon,Neolantネオラント,4,Neon Pokémon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,460,69,76,69,86,75,600000,91,1.2,24.0,69,457,No
Mantyke,Tamantaタマンタ,4,Kite Pokémon,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,6400,70,345,20,50,60,120,25,1250000,50,1.0,65.0,45,458,No
Snover,Yukikaburiユキカブリ,4,Frosted Tree Pokémon,grass,ice,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,5120,70,334,62,50,62,60,120,1250000,40,1.0,50.5,60,459,No
Abomasnow,Yukinoohユキノオー,4,Frosted Tree Pokémon,grass,ice,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,5120,70,594,132,105,132,105,60,1250000,30,2.2,135.5,90,460,No
Weavile,Manyulaマニューラ,4,Sharp Claw Pokémon,dark,ice,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,5120,35,510,120,65,45,85,45,1059860,125,1.1,34.0,70,461,No
Magnezone,Jibacoilジバコイル,4,Magnet Area Pokémon,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,5120,70,535,70,115,130,90,30,1000000,60,1.2,180.0,70,462,No
Lickilicky,Berobeltベロベルト,4,Licking Pokémon,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,515,85,95,80,95,30,1000000,50,1.7,140.0,110,463,No
Rhyperior,Dosidonドサイドン,4,Drill Pokémon,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,5120,70,535,140,130,55,55,30,1250000,40,2.4,282.8,115,464,No
Tangrowth,Mojumboモジャンボ,4,Vine Pokémon,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,535,100,125,110,50,30,1000000,50,2.0,128.6,100,465,No
Electivire,Elekibleエレキブル,4,Thunderbolt Pokémon,electric,,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6400,70,540,123,67,95,85,30,1000000,95,1.8,138.6,75,466,No
Magmortar,Booburnブーバーン,4,Blast Pokémon,fire,,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6400,70,540,95,67,125,95,30,1000000,83,1.6,68.0,75,467,No
Togekiss,Togekissトゲキッス,4,Jubilee Pokémon,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2560,70,545,50,95,120,115,30,800000,80,1.5,38.0,85,468,No
Yanmega,Megayanmaメガヤンマ,4,Ogre Darner Pokémon,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5120,70,515,76,86,116,56,30,1000000,95,1.9,51.5,86,469,No
Leafeon,Leafiaリーフィア,4,Verdant Pokémon,grass,,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,8960,35,525,110,130,60,65,45,1000000,95,1.0,25.5,65,470,No
Glaceon,Glaciaグレイシア,4,Fresh Snow Pokémon,ice,,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,8960,35,525,60,110,130,95,45,1000000,65,0.8,25.9,65,471,No
Gliscor,Glionグライオン,4,Fang Scorp Pokémon,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,510,95,125,45,75,30,1059860,95,2.0,42.5,75,472,No
Mamoswine,Mammooマンムー,4,Twin Tusk Pokémon,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,5120,70,530,130,80,70,60,50,1250000,80,2.5,291.0,110,473,No
Porygon-Z,Porygon-zポリゴンＺ,4,Virtual Pokémon,normal,,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,535,80,70,135,75,30,1000000,90,0.9,34.0,85,474,No
Gallade,Erureidoエルレイド,4,Blade Pokémon,psychic,fighting,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,35,618,165,95,65,115,45,1250000,110,1.6,52.0,68,475,No
Probopass,Dainoseダイノーズ,4,Compass Pokémon,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,5120,70,525,55,145,75,150,60,1000000,40,1.4,340.0,60,476,No
Dusknoir,Yonoirヨノワール,4,Gripper Pokémon,ghost,,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400,35,525,100,135,65,135,45,800000,45,2.2,106.6,45,477,No
Froslass,Yukimenokoユキメノコ,4,Snow Land Pokémon,ice,ghost,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,5120,70,480,80,70,80,70,75,1000000,110,1.3,26.6,70,478,No
Rotom,Rotomロトム,4,Plasma Pokémon,electric,ghost,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,5120,70,520,65,107,105,107,45,1000000,86,0.3,0.3,50,479,No
Uxie,Yuxieユクシー,4,Knowledge Pokémon,psychic,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20480,140,580,75,130,75,130,3,1250000,95,0.3,0.3,75,480,Yes
Mesprit,Emritエムリット,4,Emotion Pokémon,psychic,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20480,140,580,105,105,105,105,3,1250000,80,0.3,0.3,80,481,Yes
Azelf,Agnomeアグノム,4,Willpower Pokémon,psychic,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20480,140,580,125,70,125,70,3,1250000,115,0.3,0.3,75,482,Yes
Dialga,Dialgaディアルガ,4,Temporal Pokémon,steel,dragon,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,30720,0,680,120,120,150,100,3,1250000,90,5.4,683.0,100,483,Yes
Palkia,Palkiaパルキア,4,Spatial Pokémon,water,dragon,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,30720,0,680,120,100,150,120,3,1250000,100,4.2,336.0,90,484,Yes
Heatran,Heatranヒードラン,4,Lava Dome Pokémon,fire,steel,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,2560,100,600,90,106,130,106,3,1250000,77,1.7,430.0,91,485,Yes
