Age,Job,Marital_Status,Education,Has_Credit,Housing_Loan,Personal_Loan,Contact,Duraction_Contact,Number_Contacts,Prev_Outcome,Employment_VarRate,Consumer_PriceIndex,Consumer_Confidence,Month_Rate,Employees,Client_Subscribed
44,housemaid,married,basic,no,yes,no,cellular,31,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
45,management,single,basic,no,yes,no,cellular,165,3,failure,-0.1,93.2,-42,4.076,5195.8,no
43,blue-collar,married,basic,no,yes,no,cellular,221,2,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
39,services,divorced,basic,no,yes,no,telephone,51,1,nonexistent,1.1,93.994,-36.4,4.86,5191,no
28,blue-collar,single,basic,no,yes,no,telephone,101,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,blue-collar,married,basic,no,yes,no,telephone,55,12,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
27,blue-collar,single,basic,no,yes,no,cellular,352,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,married,basic,no,yes,no,telephone,152,3,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,services,divorced,basic,no,yes,no,cellular,255,2,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
53,admin,single,basic,no,yes,yes,telephone,148,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25,blue-collar,single,basic,no,yes,no,telephone,155,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
24,blue-collar,married,basic,no,yes,no,cellular,160,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no
33,blue-collar,married,basic,no,yes,yes,cellular,341,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
31,unemployed,married,basic,no,yes,no,telephone,43,1,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34,blue-collar,married,basic,no,yes,no,cellular,487,5,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic,no,yes,yes,cellular,55,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
52,self-employed,divorced,basic,no,yes,no,cellular,26,5,failure,-0.1,93.2,-42,4.076,5195.8,no
34,blue-collar,married,basic,no,yes,no,cellular,151,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,blue-collar,single,basic,no,yes,no,telephone,5,1,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
41,admin,married,basic,no,yes,no,cellular,135,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
36,blue-collar,married,basic,no,yes,no,cellular,70,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
56,management,married,basic,no,yes,no,telephone,941,3,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
40,technician,married,basic,no,yes,no,telephone,34,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,blue-collar,divorced,basic,no,yes,no,cellular,168,4,failure,-1.8,92.893,-46.2,1.281,5099.1,no
26,student,single,basic,no,yes,no,cellular,1447,2,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes
32,blue-collar,married,basic,no,yes,no,telephone,999,3,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,retired,married,basic,no,yes,yes,telephone,71,4,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,technician,married,basic,no,yes,no,cellular,17,5,failure,-0.1,93.2,-42,4.12,5195.8,no
50,admin,married,basic,no,yes,no,cellular,137,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,admin,single,basic,no,yes,no,cellular,458,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
29,blue-collar,married,basic,no,yes,no,cellular,127,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
53,blue-collar,married,basic,no,yes,no,telephone,95,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
37,services,single,basic,no,yes,no,telephone,320,2,nonexistent,1.1,93.994,-36.4,4.859,5191,no
32,blue-collar,single,basic,no,yes,no,telephone,22,17,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,services,single,basic,no,yes,no,cellular,22,3,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic,no,yes,no,cellular,297,2,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
38,self-employed,married,basic,no,yes,no,telephone,26,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
26,unemployed,single,basic,no,yes,no,telephone,112,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,blue-collar,married,basic,no,yes,no,telephone,16,6,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
55,admin,married,basic,no,yes,yes,cellular,430,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
35,blue-collar,divorced,basic,no,yes,yes,telephone,276,3,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
58,technician,married,basic,no,yes,no,cellular,154,1,failure,-3,92.713,-33,0.72,5023.5,yes
37,entrepreneur,single,basic,no,yes,no,cellular,222,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
34,blue-collar,married,basic,no,yes,no,cellular,54,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
29,blue-collar,married,basic,no,yes,no,cellular,193,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
41,entrepreneur,married,basic,no,yes,no,telephone,89,2,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
59,retired,married,basic,no,yes,yes,cellular,265,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,services,married,basic,no,yes,no,telephone,94,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,blue-collar,single,basic,no,yes,no,cellular,13,9,failure,-1.8,92.893,-46.2,1.25,5099.1,no
36,blue-collar,single,basic,no,yes,yes,telephone,762,3,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
33,blue-collar,married,basic,no,yes,no,telephone,78,7,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
47,services,divorced,basic,no,yes,no,telephone,60,6,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
88,retired,divorced,basic,no,yes,yes,cellular,82,2,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
43,technician,single,basic,no,yes,no,telephone,461,2,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,blue-collar,married,basic,no,yes,yes,cellular,93,1,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
51,services,married,basic,no,yes,no,telephone,250,3,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
59,technician,divorced,basic,no,yes,no,cellular,142,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
41,unemployed,married,basic,no,yes,no,cellular,263,1,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
45,blue-collar,married,basic,no,yes,no,telephone,134,8,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
71,retired,married,basic,no,yes,yes,cellular,120,1,success,-3.4,92.431,-26.9,0.728,5017.5,no
51,blue-collar,married,basic,no,yes,no,cellular,89,2,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no
55,blue-collar,married,basic,no,yes,yes,cellular,142,3,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26,admin,single,basic,no,yes,yes,telephone,68,6,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
41,services,divorced,basic,no,yes,no,telephone,189,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,married,basic,no,yes,no,telephone,10,1,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no
27,services,single,basic,no,yes,yes,cellular,88,6,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,entrepreneur,married,basic,no,yes,no,telephone,474,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
24,blue-collar,single,basic,no,yes,no,cellular,590,3,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,blue-collar,single,basic,no,yes,yes,cellular,215,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin,single,basic,no,yes,no,telephone,125,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no
41,blue-collar,married,basic,no,yes,no,telephone,132,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
51,entrepreneur,married,basic,no,yes,no,telephone,142,2,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,services,single,basic,no,yes,no,telephone,193,1,nonexistent,1.1,93.994,-36.4,4.86,5191,no
23,blue-collar,single,basic,no,yes,no,cellular,523,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic,no,yes,no,cellular,367,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
32,blue-collar,single,basic,no,yes,no,cellular,75,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
32,admin,divorced,basic,no,yes,no,cellular,118,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,housemaid,married,basic,no,yes,no,telephone,45,3,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
51,retired,married,basic,no,yes,no,cellular,259,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
36,blue-collar,single,basic,no,yes,no,telephone,250,8,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
59,retired,married,basic,no,yes,no,cellular,807,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,entrepreneur,single,basic,no,yes,no,telephone,77,2,nonexistent,1.1,93.994,-36.4,4.86,5191,no
28,self-employed,single,basic,no,yes,no,telephone,4,4,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,blue-collar,married,basic,no,yes,no,cellular,249,1,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
54,retired,married,basic,no,yes,no,cellular,840,3,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
46,admin,divorced,basic,no,yes,no,telephone,56,2,nonexistent,1.1,93.994,-36.4,4.86,5191,no
29,blue-collar,single,basic,no,yes,yes,cellular,104,5,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
26,blue-collar,single,basic,no,yes,no,cellular,369,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
54,blue-collar,single,basic,no,yes,no,cellular,14,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,blue-collar,married,basic,no,yes,no,cellular,351,3,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes
34,blue-collar,married,basic,no,yes,no,telephone,232,2,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,blue-collar,married,basic,no,yes,no,cellular,212,1,failure,-1.1,94.767,-50.8,1.05,4963.6,no
26,student,single,basic,no,yes,no,cellular,75,2,failure,-3.4,92.431,-26.9,0.742,5017.5,no
34,blue-collar,married,basic,no,yes,no,cellular,320,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
25,blue-collar,single,basic,no,yes,no,telephone,304,2,nonexistent,1.1,93.994,-36.4,4.859,5191,no
45,admin,married,basic,no,yes,no,telephone,173,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin,single,basic,no,yes,no,cellular,77,2,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
35,blue-collar,single,basic,no,yes,no,cellular,126,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,blue-collar,married,basic,no,yes,no,cellular,391,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
33,blue-collar,married,basic,no,yes,no,cellular,1019,11,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
45,management,married,basic,no,yes,no,cellular,165,1,failure,-1.8,93.876,-40,0.692,5008.7,no
56,retired,married,basic,no,yes,no,telephone,172,1,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
56,self-employed,married,basic,no,yes,no,telephone,41,7,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31,blue-collar,single,basic,no,yes,no,cellular,111,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
52,blue-collar,married,basic,no,yes,no,cellular,362,2,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
43,blue-collar,married,basic,no,yes,no,cellular,286,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
35,services,married,basic,no,yes,no,telephone,26,4,failure,-1.8,93.075,-47.1,1.405,5099.1,no
57,blue-collar,married,basic,no,yes,no,cellular,145,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
57,retired,single,basic,no,yes,no,telephone,107,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,admin,married,basic,no,yes,no,cellular,161,4,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,services,single,basic,no,yes,yes,cellular,11,8,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
60,admin,married,basic,no,yes,no,cellular,259,1,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
61,technician,single,basic,no,yes,yes,cellular,131,3,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
28,blue-collar,married,basic,no,yes,no,cellular,497,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
52,housemaid,married,basic,no,yes,no,cellular,112,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
41,blue-collar,divorced,basic,no,yes,yes,telephone,343,1,nonexistent,1.1,93.994,-36.4,4.858,5191,no
36,blue-collar,married,basic,no,yes,no,cellular,57,3,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
35,blue-collar,married,basic,no,yes,no,cellular,231,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
38,blue-collar,married,basic,no,yes,no,telephone,382,3,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
48,blue-collar,married,basic,no,yes,no,telephone,130,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,unemployed,married,basic,no,yes,no,cellular,57,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
53,self-employed,married,basic,no,yes,no,cellular,600,4,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
39,blue-collar,married,basic,no,yes,no,cellular,476,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
27,blue-collar,married,basic,no,yes,no,cellular,185,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,blue-collar,single,basic,no,yes,no,telephone,115,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,housemaid,divorced,basic,no,yes,no,cellular,163,2,failure,-0.1,93.2,-42,4.153,5195.8,no
35,entrepreneur,single,basic,no,yes,no,cellular,42,2,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
24,blue-collar,single,basic,no,yes,no,telephone,112,4,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,services,divorced,basic,no,yes,no,cellular,122,1,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,unemployed,single,basic,no,yes,no,cellular,160,2,success,-3.4,92.431,-26.9,0.752,5017.5,no
37,self-employed,married,basic,no,yes,no,cellular,78,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52,admin,divorced,basic,no,yes,no,telephone,219,1,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
32,blue-collar,married,basic,no,yes,no,telephone,123,3,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
53,blue-collar,married,basic,no,yes,no,cellular,122,4,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
51,technician,married,basic,no,yes,no,cellular,166,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
48,management,married,basic,no,yes,no,cellular,725,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
28,blue-collar,single,basic,no,yes,no,cellular,103,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
49,admin,single,basic,no,yes,yes,cellular,441,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,technician,married,basic,no,yes,no,telephone,452,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,self-employed,married,basic,no,yes,no,cellular,604,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
32,housemaid,married,basic,no,yes,no,cellular,87,4,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,self-employed,single,basic,no,yes,no,telephone,742,2,nonexistent,1.1,93.994,-36.4,4.864,5191,no
53,self-employed,married,basic,no,yes,no,cellular,62,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
33,blue-collar,married,basic,no,yes,no,cellular,134,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
53,admin,single,basic,no,yes,no,telephone,27,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,single,basic,no,yes,yes,cellular,182,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
56,unemployed,married,basic,no,yes,yes,cellular,322,2,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
34,blue-collar,married,basic,no,yes,no,cellular,137,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,blue-collar,married,basic,no,yes,no,cellular,58,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,admin,single,basic,no,yes,yes,cellular,81,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,blue-collar,married,basic,no,yes,yes,cellular,393,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
48,blue-collar,married,basic,no,yes,no,cellular,268,1,success,-1.8,93.876,-40,0.668,5008.7,yes
30,blue-collar,married,basic,no,yes,yes,cellular,231,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
42,blue-collar,married,basic,no,yes,no,cellular,56,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
43,unemployed,married,basic,no,yes,no,telephone,305,2,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,blue-collar,married,basic,no,yes,no,telephone,312,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,married,basic,no,yes,no,cellular,88,2,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
37,blue-collar,married,basic,no,yes,yes,cellular,136,5,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34,unemployed,married,basic,no,yes,no,cellular,218,4,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
55,unemployed,married,basic,no,yes,no,cellular,156,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
41,blue-collar,divorced,basic,no,yes,no,telephone,122,1,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
27,admin,single,basic,no,yes,no,telephone,195,4,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
34,blue-collar,married,basic,no,yes,no,telephone,513,1,nonexistent,1.1,93.994,-36.4,4.858,5191,no
50,blue-collar,married,basic,no,yes,yes,telephone,234,3,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
41,blue-collar,married,basic,no,yes,yes,cellular,198,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
58,blue-collar,married,basic,no,yes,no,telephone,48,6,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,housemaid,married,basic,no,yes,no,cellular,149,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,blue-collar,married,basic,no,yes,no,cellular,162,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
22,blue-collar,single,basic,no,yes,yes,cellular,848,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
48,services,divorced,basic,no,yes,yes,cellular,67,7,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
54,retired,married,basic,no,yes,no,cellular,148,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,self-employed,divorced,basic,no,yes,no,telephone,355,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,blue-collar,married,basic,no,yes,no,telephone,269,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,entrepreneur,married,basic,no,yes,no,cellular,215,3,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
48,blue-collar,married,basic,no,yes,no,telephone,67,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,blue-collar,married,basic,no,yes,no,cellular,234,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
26,blue-collar,married,basic,no,yes,no,telephone,71,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,married,basic,no,yes,no,telephone,97,2,nonexistent,1.1,93.994,-36.4,4.856,5191,no
44,management,married,basic,no,yes,yes,cellular,218,1,nonexistent,-1.8,92.843,-50,1.757,5099.1,no
29,blue-collar,married,basic,no,yes,no,cellular,108,4,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
26,blue-collar,single,basic,no,yes,no,cellular,200,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,blue-collar,married,basic,no,yes,no,cellular,130,2,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
53,entrepreneur,married,basic,no,yes,yes,cellular,398,2,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
30,blue-collar,married,basic,no,yes,no,cellular,245,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,blue-collar,married,basic,no,yes,yes,cellular,95,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
53,services,married,basic,no,yes,no,telephone,723,2,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
40,blue-collar,single,basic,no,yes,no,telephone,128,3,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
60,blue-collar,married,basic,no,yes,no,cellular,347,2,success,-1.1,94.767,-50.8,1.035,4963.6,no
37,blue-collar,married,basic,no,yes,no,cellular,271,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
57,housemaid,married,basic,no,yes,no,telephone,381,3,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
34,blue-collar,married,basic,no,yes,no,cellular,210,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
50,entrepreneur,married,basic,no,yes,no,telephone,82,2,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26,blue-collar,married,basic,no,yes,no,cellular,77,3,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
56,blue-collar,divorced,basic,no,yes,yes,cellular,123,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,housemaid,married,basic,no,yes,no,cellular,150,4,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
30,blue-collar,married,basic,no,yes,no,cellular,219,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,blue-collar,married,basic,no,yes,no,cellular,164,3,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
31,technician,married,basic,no,yes,no,telephone,51,8,failure,-0.1,93.2,-42,4.076,5195.8,no
38,blue-collar,married,basic,no,yes,no,telephone,226,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,blue-collar,married,basic,no,yes,yes,telephone,93,1,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,admin,married,basic,no,yes,no,cellular,43,3,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
38,blue-collar,married,basic,no,yes,no,telephone,221,2,nonexistent,1.1,93.994,-36.4,4.858,5191,no
41,admin,married,basic,no,yes,no,telephone,120,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,blue-collar,divorced,basic,no,yes,no,telephone,182,6,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,management,married,basic,no,yes,yes,cellular,62,2,failure,-0.1,93.2,-42,4.021,5195.8,no
46,admin,divorced,basic,no,yes,no,cellular,275,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
32,blue-collar,married,basic,no,yes,yes,cellular,230,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
56,housemaid,divorced,basic,no,yes,no,cellular,212,1,failure,-0.1,93.2,-42,4.076,5195.8,no
27,blue-collar,married,basic,no,yes,no,cellular,259,1,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
33,unemployed,married,basic,no,yes,no,telephone,41,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,blue-collar,married,basic,no,yes,no,cellular,251,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,married,basic,no,yes,no,telephone,704,4,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
44,management,married,basic,no,yes,no,cellular,260,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,technician,divorced,basic,no,yes,no,telephone,135,2,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
66,retired,married,basic,no,yes,yes,telephone,1127,1,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
24,student,single,basic,no,yes,yes,telephone,57,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,unemployed,married,basic,no,yes,no,cellular,113,4,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
45,blue-collar,divorced,basic,no,yes,no,cellular,112,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,blue-collar,married,basic,no,yes,no,cellular,238,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
24,blue-collar,single,basic,no,yes,no,cellular,389,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
45,blue-collar,married,basic,no,yes,no,telephone,252,2,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30,blue-collar,single,basic,no,yes,no,telephone,72,3,nonexistent,1.1,93.994,-36.4,4.864,5191,no
45,management,married,basic,no,yes,no,telephone,37,4,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,blue-collar,married,basic,no,yes,no,cellular,432,1,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
24,services,single,basic,no,yes,yes,cellular,68,4,failure,-1.8,92.893,-46.2,1.25,5099.1,no
52,housemaid,married,basic,no,yes,no,cellular,106,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36,blue-collar,married,basic,no,yes,yes,telephone,55,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35,technician,single,basic,no,yes,no,cellular,112,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
58,management,married,basic,no,yes,yes,cellular,184,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
40,blue-collar,single,basic,no,yes,yes,telephone,325,4,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
60,entrepreneur,married,basic,no,yes,no,telephone,82,1,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,unemployed,married,basic,no,yes,yes,cellular,129,4,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
48,entrepreneur,married,basic,no,yes,no,cellular,438,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
55,blue-collar,divorced,basic,no,yes,no,cellular,97,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,blue-collar,single,basic,no,yes,yes,cellular,1806,4,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
78,retired,married,basic,no,yes,no,telephone,321,1,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,no
29,admin,married,basic,no,yes,no,telephone,120,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39,housemaid,married,basic,no,yes,yes,cellular,123,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,blue-collar,married,basic,no,yes,no,cellular,104,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,married,basic,no,yes,no,cellular,122,5,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,blue-collar,married,basic,no,yes,no,cellular,475,1,failure,-1.8,92.893,-46.2,1.299,5099.1,yes
48,blue-collar,married,basic,no,yes,no,cellular,36,1,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
41,blue-collar,married,basic,no,yes,yes,telephone,207,4,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
38,blue-collar,married,basic,no,yes,no,telephone,100,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
