tweet,class,polarity,hate,target,aggressiveness
Que chucha hace Greta ahí por la puta madre ya está metida en más actos que Aladino ...,Yes violence,negative,no hateful,no targeted,no aggressive
"@AnabelAlonso_of Calla ya perra, si no vales ni para esconderte, no tienes ni puta gracia y tenemos que subvencionarte",Yes violence,negative,hateful,targeted,aggressive
"@smilelalis Otra Greta pero a la colombianada patética y la guerra no solo a sido en el Cauca también en todo colombia y por que no marchó contra Santos
Cambien de LIBRETO YA FALSA https://t.co/YMgrMads55",Yes violence,negative,hateful,targeted,aggressive
"@Viendocositas @StrangeLetrado @obrote1 Eres una hija de la gran Puta diciendo que yo defiendo a violadores. 
Ese el discurso fácil .
Ya puedes contestar lo que quieras que se acabó aquí.
Que te vaya bien.",Yes violence,negative,hateful,targeted,aggressive
"Ya ves, se hace más caso a la loca Greta que a una eminencia como el Dr. Cavadas. Estamos rodeados de ineptos y analfabetos. https://t.co/SNgz8GKkhy",Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras 😂😂😂 cada día más patética. Acuéstate!,Yes violence,negative,hateful,targeted,aggressive
@RevistaSemana @GretaThunberg @SosSemana Pendeja no se baña y hablando guevonadas https://t.co/ldq8OV1ML3,Yes violence,negative,hateful,targeted,aggressive
@flordeboba Cállate puta si ni lo viste,Yes violence,negative,hateful,targeted,aggressive
"@DeyaCabrera92 @MousemallowTV @DalasReview A mi ni siquiera me cae bien dalas, ustedes son las extremistas que llevan jodiendo toda la semana por un cuentito de internet cuando en sus países pedorros desaparecen niños, mujeres y hombres con nombres a diario. Consiganse una personalidad.",Yes violence,negative,hateful,no targeted,no aggressive
Greta Thunberg niña rata,Yes violence,negative,hateful,targeted,aggressive
Mocosa insolente... https://t.co/aNBIsTte6M Leído en Diarios Argentinos https://t.co/rx25Ve0oJV @diariosargapp,Yes violence,negative,hateful,targeted,aggressive
Pero cómo voy a ser machista si a mí lo que más me gusta son las mujeres 🤪🤪🤪🤪🤪,Yes violence,negative,no hateful,no targeted,no aggressive
@Patimba_ @eveelincastilla GRETA DEJA DE HABLARLE AL HORNO PUTA AUTISTA,Yes violence,negative,hateful,targeted,aggressive
@deineilei @GretaThunberg Puta,Yes violence,neutral,hateful,no targeted,no aggressive
"@DalasReview Las NPC quienes vinieron a fregar la vez pasada, ahora han desparecido.",Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras @cuatroaldia CRISTIANA NADIE HA AVALADO UNA VIOLACION! La niña era una golfa (soy madre de dos hijas) POR MUCHOS 16 años que tuviera...y se oye en los audios! Otra cosa es que era menor!,Yes violence,negative,no hateful,no targeted,no aggressive
@IrantzuVarela Le sigues comiendo la polla a los HIJOS DE PUTA asesinos a los que loáis!!!! Porque eso bo es Boikot....es Mamada!!! 😎#TLHA2M,Yes violence,negative,no hateful,no targeted,no aggressive
"Definitivamente esta tiene cara de loca, como Greta https://t.co/rZlmXUixo6",Yes violence,negative,no hateful,no targeted,no aggressive
Greta está cada vez más loca https://t.co/tjCBNKfkov,Yes violence,negative,hateful,no targeted,no aggressive
"Greta Thunberg dijo que mi generación no hizo nada por luchar contra el cambio climático en Davos rodeada de millonarios, a ver si los padres le aplican un correctivo y la mandan a dormir sin postre, pendeja atrevida",Yes violence,negative,hateful,targeted,aggressive
"Díganle a la pendeja carita chueca de @GretaThunberg (Pagada por la zurdería internacional) q sus seguidores chilenos q marchaban x un medio ambiente libre de contaminación hoy están haciendo mierda el aire quemando neumáticos, haciendo barricadas y destruyendo todo a su paso",Yes violence,negative,hateful,targeted,aggressive
"""Pero has usado antes otro hashtag en el mismo tweet""

A fregar",Yes violence,negative,no hateful,no targeted,no aggressive
"@PublimetroChile Ojalá una estúpida foto, y la mentira tras ella, sirva para desmitificar a la pendex odiosa d Greta Thunberg y su familia. Pero para la Izquierda todo vale, no me extraña más publicidad y dinero para ellos.",Yes violence,negative,hateful,targeted,aggressive
@GretaThunberg Puta niña pija búscate un trabajo y deja de joder,Yes violence,negative,hateful,targeted,aggressive
"@huntercl1 Pobre Greta, todos la agarraron para loca.",No violence,negative,no hateful,no targeted,no aggressive
@Kike94M @SanchoSomalo @jonathanmartinz Discutir por ejemplo la sentencia de la Arandina te parece odio? Por poner un ejemplo,No violence,negative,no hateful,no targeted,no aggressive
"La abogada de la víctima de la Arandina: «Está encerrada en casa, no puede salir a la calle e incluso teme por su integridad física» https://t.co/HegXBsPc2Z",No violence,negative,no hateful,no targeted,no aggressive
"Bolsonaro le dice “mocosa” a Greta Thunberg y ella responde
https://t.co/vUoGQzJJEH https://t.co/jPyAIrTxKT",No violence,neutral,no hateful,no targeted,no aggressive
EL IDIOTA FELIZ: Greta habla claro https://t.co/tq36Ysp50d,No violence,neutral,no hateful,no targeted,no aggressive
"El #presidente de #Brasil🇧🇷 Jair Messias Bolsonaro  no se detiene por #atacar a la joven activista Greta Thunberg, ahora la llamó 'mocosa' por' condenar' el asesinato de #indígenas en la #Amazonas. 🏞
👉https://t.co/wXyKb7QxkB https://t.co/RhJ1eiw2Ix",No violence,neutral,no hateful,no targeted,no aggressive
"#ElSoldeOrizaba
#Mundo   🌎🙎🏻‍♂ | El ataque, que está siendo investigado por las autoridades brasileñas, ocurrió menos de cuarenta días después del asesinato de otro líder indígena en la misma región.
https://t.co/MMk7qj4pak",No violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras Estoy herrado si pienso q España es 1 país de puteros? Espero q se olviden del hijos de puta, NO es correcto, bon dia Cristina como ves me he levantado bastante espreso y muy asqueado de tanto españolito de bien",No violence,negative,no hateful,no targeted,no aggressive
"En realidad me ha dejado loca justamente lo que dice Greta. He visto más comentarios de ella y su vida privada que del propio hecho del desastre que fueron las negociaciones en la #COP25 

Sociedad basada en el chisme por sobre los verdaderos problemas que existen.

Una vergüenza https://t.co/uGvapMhIci",No violence,negative,no hateful,no targeted,no aggressive
"Jair Bolsonaro, sobre Greta Thunberg: «Es impresionante que la prensa le dé espacio a esa mocosa» https://t.co/hvFXlY2Wh5 https://t.co/Iey2DxilRp",No violence,negative,hateful,no targeted,no aggressive
"@InesArrimadas, te sientes despreciada? De puta madre, prueba tu medicina.",No violence,negative,no hateful,no targeted,no aggressive
"@Barbijaputa Dónde no he llorado! En el bus, en el tren, en el metro, en la sala de espera de varios hospitales, en el parque del Oeste mientras buscaba a mi perra, por la calle, en el cine, en el teatro, en algún museo, en el curro... No soy llorona, pero si tengo ganas, lloro. Nada dentro!",No violence,neutral,no hateful,no targeted,no aggressive
"Presunción de ignorancia.
Por cierto, me gustaría saber si en vez de ser unos jugadores de fútbol del Arandina, fueran unos inmigrantes morenitos con una menor de 15, donde dejaba mucha de esta gente la presunción de inocencia y las manos a la cabeza. https://t.co/zO7K1zHB9M",No violence,negative,no hateful,no targeted,no aggressive
"No puedo con lo preciosa que fue @LittleWomen, me tuvo llorando la mitad de la película, y la otra mitad sonriendo como estúpida a la pantalla.
Greta y Saoirse merecen todo. Emma, mi Timotheé, todos fueron perfectos.
Fui muy feliz, gracias por esta masterpiece.
✨🥺💖✨ https://t.co/WogHsKXCcg",No violence,neutral,no hateful,no targeted,no aggressive
"""Greta Gerwig reconstruye la novela mezclando recuerdos con el presente de uja forma tan loca como sorprendente dando a la película un frescor inusual en este tipo de historias""
.
Crítica por @AlbertVanden 
.
#Mujercitas 25 de diciembre en cines
https://t.co/KEWCqtIDIb",No violence,positive,no hateful,no targeted,no aggressive
@InesArrimadas Es un hijo de puta.,No violence,negative,no hateful,no targeted,no aggressive
@Barbijaputa @LauraRdondo @antoniojaen @peliradfem Joder! qué curiosidad... No sé como he llegado a esta discusión tan loca pero tengo una duda: @Barbijaputa y @LauraRdondo pensáis que las trans son mujeres en esencia con los mismos derechos que vosotras? Es por curiosidad. Ya que me he tragado medio hilo....,No violence,negative,no hateful,no targeted,no aggressive
que a todos los gobiernos y empresas les parezca de puta madre la accion (?) de greta thunberg ya da que pensar. mas que nada porque habeis oido alguna politica o programa que vayan a seguir alguno de los dos a favor del clima que les suponga una restriccion a ellos mismos? yo no,No violence,negative,no hateful,no targeted,no aggressive
VOX CASO ARANDINA BULO ANGEL LOPEZ https://t.co/V7cknni75Y vía @YouTube,No violence,neutral,no hateful,no targeted,no aggressive
"Bolsonaro ataca a Greta Thunberg: “Es impresionante que la prensa le dé espacio a una mocosa como esa”
https://t.co/stBSUKDJiS https://t.co/8evMVemyva",No violence,negative,hateful,targeted,aggressive
"“Medio millar de feministas se desplazan hasta Aranda de Duero para mostrar su apoyo a la víctima de la Arandina”
https://t.co/Yo2zpAsHJa vía @eldiariocyl",No violence,neutral,no hateful,no targeted,no aggressive
@elespectador @GretaThunberg @RevistaCromos ¿Los hombres? Yo no la considero estúpida ni puta... Hay que corregir eso por favor.,No violence,negative,hateful,no targeted,aggressive
"En la cumbre, solo aplazan los posibles acuerdos al 2050. En resumen, no van ha hacer absolutamente nada. Eso si, sigamos preocupados por si Greta es o no es pura e inmaculada como la virgen de Fátima. Somos un rebaño de gilipollas que se merece la extinción. #COP25Madrid https://t.co/zjyiQNGR8C",No violence,negative,no hateful,no targeted,no aggressive
"Bolsonaro llama ""mocosa"" a Greta Thunberg https://t.co/kB2Tqp2mRG https://t.co/b8MnaeX3NN",No violence,negative,no hateful,no targeted,no aggressive
"Es la primera vez que los stewards están mirando el césped así que es evidente que se han unido a Greta para crear el virus, bajar la contaminación y poder ver un partido por una puta vez. #JuveInter",No violence,negative,no hateful,no targeted,no aggressive
"Como han sido condenados a 38 años por agresión sexual se les ha decretado libertad bajo fianza.🤦‍♂️

Otros, a prisión preventiva durante años. https://t.co/plMxxNyNLF",No violence,negative,no hateful,no targeted,no aggressive
"@susanadiaz @ParlamentoAnd Os reís en nuestra puta cara, no veis que cada vez estáis crispando mas a la población con vuestros dimes y diretes...
Que cojones buscáis? A parte de una paga vitalicio.",No violence,negative,no hateful,no targeted,no aggressive
"@Barbijaputa @publico_es Una puta vergüenza! Mientras el abuso y la violación siga siendo gratis, así nos irá 😠😠",No violence,negative,no hateful,no targeted,no aggressive
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter, España-// Parece que la PROGRE  Greta no es bien amada en el Viejo Continente.",No violence,negative,hateful,targeted,aggressive
"Curioso que todos estos hijos de puta, adoradores de Greta, salgan escaldados cada vez que se me enfrentan y les muestro datos científicos. Si tan seguros están de su falso cambio climático que den argumentos, no consignas baratas de las que se alimentan.",No violence,negative,no hateful,no targeted,no aggressive
"@AnabelAlonso_of A los subnormales le ha venido de puta madre el tema del coranavirus,y cerrar las empresas y sin coles es estar de vacaciones y cómo hace buen día vamos a la Pedriza a pasar el https://t.co/ec5JttoWnD pregunto si la gente se pasa el virus, por él forro del arco del triunfo?",No violence,negative,no hateful,no targeted,no aggressive
@LaFallaras @ContadorAltsasu Que puta vergüenza de justicia.,No violence,negative,no hateful,no targeted,no aggressive
"@ninjasaurio55 Bueno en lo del arte y greta tiene razón, pero en el resto la imagen está bien pendeja en su mayoría.",No violence,negative,hateful,no targeted,no aggressive
#LoMásLeído👉 Una asociación de vecinos de Talavera ofrece a Greta Thunberg un burro para llegar a Madrid https://t.co/CUiYR3THRZ,No violence,neutral,no hateful,no targeted,no aggressive
@InesArrimadas ¡¡¡¡Menudo hijo de puta....!!!!!!.,No violence,negative,no hateful,no targeted,no aggressive
"La sentencia contra los jugadores de La Arandina muestra lo que pudo haber sido la condena contra #LaManada, por @SabelaRulinha https://t.co/nDMeUuxR0v https://t.co/nOTY0OGmo1",No violence,negative,no hateful,no targeted,no aggressive
@Barbijaputa Pobres chavales que son de ahí de toda la vida y no como los violadores que vienen de Plutón. Y todo por una tontería del metesaca con una golfa.  Caya por Dios.,No violence,negative,hateful,no targeted,no aggressive
"Hoy, en Antena 3, toca defender a los del Arandina y a Zozulya.",No violence,neutral,no hateful,no targeted,no aggressive
"La abogada de la víctima de la Arandina: «Está encerrada en casa, no puede salir a la calle e incluso teme por su integridad física» https://t.co/yeZhlO7EVw vía @elcomerciodigit",No violence,negative,no hateful,no targeted,no aggressive
"«Estos chicos son las cabezas de turco por el caso de Pamplona». Olga Navarro, abogada de Raúl Calvo, uno de los jugadores condenados a 38 años de cárcel por agresión sexual, censura que «una menor puede meter hoy en la cárcel a quien quiera» https://t.co/gc7jPYxnoD",No violence,negative,no hateful,no targeted,no aggressive
Aparte de estar buscando casa y escuela en HMO jajaj ando de loca a ver a que vamos a ir a visitar en Arizona 😅 y muchos lugares que tiene HMO obvio jajja pero si viajar a muchas ciudades pareciera que estar de vacaciones siempre 😅,No violence,neutral,no hateful,no targeted,no aggressive
"Por cada niño que debería estar en la escuela en vez de empuñando un AK47, o vendiendo su cuerpo, o rebuscado en la basura, o en una mina de litio, hay un gilipollas mandando a Greta al colegio.",No violence,negative,no hateful,no targeted,no aggressive
"Gran análisis que desmiente los bulos de El País. 
""El País asegura que los hombres españoles no paran de llamar a Greta ""histérica, puta y majareta"" en base a 280 tuits"". https://t.co/FYAZc0DzZG",No violence,negative,hateful,no targeted,no aggressive
📷En imágenes: así ha sido la llegada de Greta Thunberg a Madrid https://t.co/KIUuElaDkx,No violence,neutral,no hateful,no targeted,no aggressive
Presidente Bolsonaro (@jairbolsonaro) se refiere a Greta Thunberg como una “mocosa” https://t.co/P0G8t7cxqG https://t.co/uIp0Zz0o0Z,No violence,negative,hateful,targeted,aggressive
@elespectador @GretaThunberg @RevistaCromos Este titular es el más idiota que leí...,No violence,negative,no hateful,no targeted,no aggressive
La Audiencia Provincial de Burgos decide el próximo miércoles si los condenados del caso Arandina entran en prisión https://t.co/uCLdmVUhLb Informa @lauracorama https://t.co/QwehIllMiA,No violence,neutral,no hateful,no targeted,no aggressive
"@obseco Vaya nivel tienen algunos ministros, asusta lo gilipollas que llegan a ser. A ver si Greta pone un tweet felicitando la Navidad que ese seguro que lo retuitearía o le devolvería la felicitación seguro jaja.",No violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras @sanchezcastejon Os imagináis que Cataluña devuelve de una puta vez todos los bienes eclesiásticos robados a Aragón , eh fallarás.",No violence,negative,no hateful,no targeted,no aggressive
@InesArrimadas @guardiacivil @PSOE Leyendo estas cosas y viendo la bajada d Pantalones tan brutal del monchito dan ganas de coger bártulos y irse a vivir a Euskadi... la Puta madre.. normal q luego tengan el per capitat q tienen...,No violence,negative,no hateful,no targeted,no aggressive
"Greta, de Lisboa a Madrid: un final de trayecto dudoso, pero contaminante https://t.co/waSGdbPTAD #COP25Madrid",No violence,negative,no hateful,no targeted,no aggressive
"Brasil: Jair Bolsonaro llama “mocosa” a Greta Thunberg
https://t.co/ydQUelV1A8",No violence,negative,no hateful,no targeted,no aggressive
Presidente de Brasil llama «mocosa» a Greta Thunberg https://t.co/t4EUk83cnc https://t.co/bzirwL8L3J,No violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras @NiusDiario Son moritos Kuki !!! De los que violan y Pummm salen por patas de los juzgados riéndose en nuestra puta cara !!!! Los de Bilbao Pummm , los de Manresa Pummm y así seguido !!!!",No violence,negative,no hateful,no targeted,no aggressive
"@susanadiaz 38 años de pobreza, miseria, enchufismo y choriceo..... Pena de mi Andalucía",No violence,negative,no hateful,no targeted,no aggressive
"Greta Thunberg, personalidad del año de la revista Time. https://t.co/I0lCXJKbCl https://t.co/qrx58NEhXI",No violence,neutral,no hateful,no targeted,no aggressive
"Feministas consideran ""ejemplarizante"" la sentencia contra los jugadores de La Arandina: ""No hace falta cambiar la ley"" https://t.co/kY09bNFMCH vía @Tfeminista_",No violence,neutral,no hateful,no targeted,no aggressive
"#Deportes | «Caso Arandina». Los condenados del «caso Arandina»: «No somos violadores, somos unos pardillos» ➡ Los tres exfutbolistas del club critican la sentencia que les condena a 38 años de prisión
 https://t.co/BuseyVuFTh https://t.co/Z4dUMVmQZY",No violence,negative,no hateful,no targeted,no aggressive
"La sociedad que no ve el delito de violación
Estos días, hemos visto una manifestación en contra de una sentencia de violación y, de nuevo, medios de comunicación con tertulianos y tertulianas que lo respaldaban. 
https://t.co/lkQXbPYmWe",No violence,negative,no hateful,no targeted,no aggressive
"@susanadiaz @anaanitaana49 @psoedeandalucia Pero aún sigues en política?? Si tuvieses dignidad, tendrías que estar ya hace tiempo fuera de la politica. Pero claro, aunque sea en la oposición (gracias a Dios) se vive de puta madre verdad?",No violence,neutral,no hateful,no targeted,no aggressive
"@MadreDeTragonas Offtopic: no se debería mezclar el nombre de la Arandina con estos delincuentes. Es el equipo en el que jugaban, nada más. Tan pronto fueron detenidos, el club les expulsó inmediatamente, condenando cualquier tipo de violencia sexual y poniéndose a disposición de la víctima.",No violence,negative,no hateful,no targeted,no aggressive
"@InesArrimadas No hemos tenemos políticas buenas en Extremadura en la puta vida,si no estaríamos como estamos 🙃.
No lo digo por ti que poco has podido o puedes hacer por mi comunidad.",No violence,negative,no hateful,no targeted,no aggressive
"Sin entrar a decir si soy pro, contra o si pero... A Greta. ¿En serio la gente se dedica a llamar puta e histérica a una niña? https://t.co/KNkYTa92gu",No violence,negative,hateful,targeted,aggressive
"@OnceCaldas_Pasi Ya yo lo habia comentado una vez, ya Dayro vuelve al once minimo con 38 años ya pa que hptas 🤷‍♂️🤷‍♂️",No violence,negative,no hateful,no targeted,no aggressive
Me pone taaaaan pero taaaaan loca tener que esperar tanto el colectivo verga 🤬😖,No violence,negative,no hateful,no targeted,no aggressive
Real que le he tenido que parar los pies a un tío de 38 años porque no le daba la gana hacerme caso.,No violence,negative,no hateful,no targeted,no aggressive
"#AméricaNoticias #Mundo

@jairbolsonaro  tilda a @GretaThunberg de ""mocosa"" y ella lo asume en Twitter
https://t.co/X1Y3UsfKm7 https://t.co/4TWUqTlGaN",No violence,negative,hateful,targeted,aggressive
"Veo a señoros muy indignados, llamar hasta ""puta roja"" a Greta Thunberg. No entienden nada, solo saben odiar. El planeta no sé si tiene remedio, este país está claro que no.",No violence,negative,no hateful,no targeted,no aggressive
"Amazonia: Bolsonaro califica de mocosa a Greta Thunberg
       https://t.co/EkCqnCZ9Qw vía @laprovinciabsas",No violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras @NiusDiario Seguramente los provocó, al tiempo....Siento vergüenza de compartir lo que séa con estos primates, nacionalidad, raza, color, pasaporte...
Estamos rodeados de hijos de la gran puta, que defienden a grandísimos hijos de puta. Con perdón de las putas, que no tienen la culpa.",No violence,negative,no hateful,no targeted,no aggressive
Los lemas bajo los que se convocó la concentración eran “hermana yo sí te creo” y “si no me matan no me creéis” https://t.co/4QXKBjNDti,No violence,neutral,no hateful,no targeted,no aggressive
Unidas Podemos denuncia ante la Fiscalía la difusión de los audios de la víctima del ‘caso Arandina’ https://t.co/zX4QTw05Ia,No violence,negative,no hateful,no targeted,no aggressive
"https://t.co/bxUornvZwJ
Ya puedes ir preparando el bolsillo,dirigente de VOX,el de color y Alfonso USSIA ,además de la voxcera Cristina Segui y todos aquellos que hayan difundido los audios en redes sociales. https://t.co/Dir1qS0Utb",No violence,neutral,no hateful,no targeted,no aggressive
"La condena del caso Arandina me parece excesiva y que deja un sabor de boca malo ya que casi sale más “barato “ asesinarnos pero la manifestación en el pueblo es lo más repugnante de este 2019.
Sea como sea la niña tenía 15 años y es delito tener sexo mayores de edad con menores",No violence,negative,no hateful,no targeted,no aggressive
"Greta Thunberg ha sido acusada sin pruebas de ser un títere de sus padres o de intereses oscuros, pero quienes les han tratado aseguran que ella es ""su propia jefa"" https://t.co/Cul5Pe3PNM",No violence,negative,no hateful,no targeted,no aggressive
@InesArrimadas No tienes ni puta idea Leon es un reino y no somos castellanos pero si queremos España estudia un poco historia de España y entenderás un poco.,No violence,negative,no hateful,no targeted,no aggressive
"Greta cambia su perfil en Twitter luego de que Bolsonaro la llamara ""mocosa"" https://t.co/KO0snhjQux",No violence,neutral,hateful,targeted,aggressive
"Top story: Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg | Tecnología | EL PAÍS https://t.co/YpgZhjMrz1, see more https://t.co/xv6oRIV6Mu",No violence,negative,hateful,targeted,aggressive
"""¡Tierra a la vista!"": Greta Thunberg atracará esta misma mañana en costas portuguesas https://t.co/rGU4oOthCI",No violence,neutral,no hateful,no targeted,no aggressive
"Las vísceras gritan más fuerte que la razón, y eso lleva a exigir a quienes imparten justicia que lo hagan desde las entrañas, a riesgo de ser señalados. Es una cuesta abajo y sin frenos hacia la demolición del Estado de Derecho.
✍ @Proserpinasb https://t.co/26OyI01xAc",No violence,negative,no hateful,no targeted,no aggressive
"Los macristas frustrados están quejándose porque dicen que  quedó todo hecho un desastre. ¿Así que de la nada HOY son todos ecologistas? Porque Argentina tenía una denuncia en la ONU por no cuidar... PERO ANDÁ A PEDIRLE DISCULPAS A GRETA THUNBERG QUE TE BURLASTE DE ELLA, IDIOTA.",No violence,negative,no hateful,no targeted,no aggressive
"Lo peor del cambio climático es que vuelven los vídeos de la gente en la playa con la puta canción de Sunset Lover. Greta Thunberg, por favor para esto.",No violence,negative,no hateful,no targeted,no aggressive
"España no es Arabia Saudí, aquí no se follan niñas sin que te pase nada. A la cárcel, imbéciles.
Entrevista a uno de los condenados del Caso Arandina: ""Pagamos las resacas de las demás manadas"" https://t.co/9rNAbH80ZM",No violence,negative,hateful,no targeted,no aggressive
@cayetanaAT La única cursi es la PUTA españa.,No violence,negative,no hateful,no targeted,no aggressive
"Me están diciendo que no se es menos feminista por creer a los del Arandina y usar con ellos el lema ""Yo sí os creo"". De verdad que no sé qué será lo siguiente",No violence,neutral,no hateful,no targeted,no aggressive
"@unworthyunicor2 @michiki_ta No con cualquier MENOR. Es ilegal una relación sexual consentida con menores de 16. En este caso fue un delito por culpa de unos días: fue una relación sexual consentida, y buscada después de 35 llamadas perdidas, con una menor de 15 años y pico. Se merece 38 años de cárcel? No.",No violence,neutral,no hateful,no targeted,no aggressive
"@cayetanaAT Intervienen una comunidad por una vieja deuda que dejaron ellos, en lugar de intervenir a los enemigos de España. En vez de La cómica venganza de Don Mendo, esta es la patética y ridícula venganza de Don Pedro.",No violence,negative,no hateful,no targeted,no aggressive
"Que grande eres, oh, gran emperador! Adoptame! https://t.co/IWXqKbhMnb",No violence,positive,no hateful,no targeted,no aggressive
Los exjugadores de Arandina condenados a 38 años de prisión hoy no van a la cárcel https://t.co/j6tkGnapxO,No violence,neutral,no hateful,no targeted,no aggressive
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter https://t.co/pJMM6RoxTY ¡Madremiaaaaaa!!!! Leer todos los datos, y después a Trump y echar a correr. Pero ¿adonde?",No violence,negative,hateful,targeted,aggressive
"El presidente brasileño, Jair Bolsonaro, ha llamado “Pirralnha” (“mocosa”) a la activista @GretaThunberg que asiste a la Cumbre del Clima de Madrid https://t.co/3s0V6TFbCQ",No violence,negative,no hateful,no targeted,no aggressive
@greta_lo Ajjajajajja es que ni puta idea tienen...,No violence,negative,no hateful,no targeted,no aggressive
"@rickyskywalker7 Esta loca... Sssshh no le digas! que luego alega que no comprendemos que odia a los suecos, por Greta y por el sueco que le rompió el corazón. https://t.co/SgYSeMwPfe",No violence,negative,hateful,no targeted,aggressive
"💜La Plataforma contra las Violencias Machistas de El #BIerzo y #Laciana rechaza la concentración de apoyo a los acusados por el Caso Arandina  

🔗https://t.co/0NhUuvkYH5 #leonesp",No violence,neutral,no hateful,no targeted,no aggressive
Greta Thunberg se convirtió en la portavoz de una generación atormentada por la emergencia climática https://t.co/Epup77jX57,No violence,negative,no hateful,no targeted,no aggressive
"Presidente de Brasil, Jair Bolsonaro, llama “mocosa” a Greta Thunberg: Amazonía. “Greta ya dijo que los indígenas murieron porque estaban defendiendo la Amazonía”, ironizó el presidente. “Es impresionante que la prensa le dé espacio a una mocosa… https://t.co/bOYOPWTfDT #Mundo https://t.co/3CXgCxJyID",No violence,negative,no hateful,no targeted,no aggressive
"Hilda Nakabuye, la activista que ha puesto en pie a Greta Thunberg: ""Prefiero no aprobar mis exámenes a fallar a mi generación"" https://t.co/BsJXK0eeSZ Su perfil, por @belenremacha https://t.co/Tg8DzMXMMk",No violence,neutral,no hateful,no targeted,no aggressive
"Greta no es ni histérica mi majareta, es solo un títere  https://t.co/7Um1t3ay6b",No violence,negative,hateful,targeted,aggressive
Lo de #Greta me tiene asombrada. Tengo muchos más años que ella y considero que todavía no estoy preparada lo suficiente como para decirle al mundo todo lo que pienso. Y eso que nunca en mi vida he dejado de formarme. Hay que ver lo lista que es ella y lo tonta que debo de ser yo,No violence,negative,no hateful,no targeted,no aggressive
"Greta Thunberg es TT, me meto a leer el motivo y leo desde que ha fallecido hasta que viajará a Marte el próximo año. Pero luego decís que la que está loca es ella.",No violence,negative,no hateful,no targeted,no aggressive
Que agradable sujeto https://t.co/bnTorFmu6m,No violence,neutral,no hateful,no targeted,no aggressive
"Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/wq1996uhpr a través de @elpais_tec",No violence,negative,hateful,targeted,aggressive
"Most #viral News Now: Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta .. https://t.co/60FyhQUS1T",No violence,negative,hateful,targeted,aggressive
"@monasterioR Tú no has visto Star Wars en tu puta vida, Hulia.",No violence,negative,no hateful,no targeted,no aggressive
@LeticiaDolera Y es la puta ama 😍,No violence,positive,no hateful,no targeted,no aggressive
¿Qué es lo que Greta Thunberg no entiende del capitalismo? https://t.co/iRuGy1Xiq5,No violence,neutral,no hateful,no targeted,no aggressive
"#TecnoNews Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/uyYViygbhT",No violence,negative,hateful,targeted,aggressive
@AdaColau Estate tranquila... Ni Dios nos salva de esta puta ruina que va a ser el gobierno de @sanchezcastejon y tus amiguitos podemitas.,No violence,negative,no hateful,no targeted,no aggressive
"Bolsonaro llamó «mocosa» a la activista ambiental sueca, Greta Thunberg https://t.co/V1Q29Nh4bB https://t.co/s8sb8PyOL2",No violence,negative,no hateful,no targeted,no aggressive
@monasterioR @Anuski24158940 Cuando el socialismo se apodera de las instituciones el buenísimo jode la concordia y los malos tienen ventaja. Manta de hostias y todos a la puta calle.,No violence,negative,no hateful,no targeted,no aggressive
"📌 Temporada 19/20
🏆 3a. División G8
🗓️ Jornada 19   22/12/19
🆚 @CDMirandes B
⚽ @FranAdeva10 
⚽ Diego Rubio
⚽ Fer Rubio
⚽ @alvarobeli96 
⚪🔵 Aupa Arandina ⚪🔵 https://t.co/vDOGfpgehU",No violence,neutral,no hateful,no targeted,no aggressive
La revista Time elige a Greta Thunberg persona del año https://t.co/y2r37n3qap,No violence,neutral,no hateful,no targeted,no aggressive
"😳Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg | Tecnología | EL PAÍS https://t.co/Ewua2GyGcg",No violence,negative,hateful,targeted,aggressive
Greta Thunberg se lleva un zasca de los ferrocarriles alemanes: «Gracias por viajar en primera clase» https://t.co/fhTHu0iLfx,No violence,neutral,no hateful,no targeted,no aggressive
"Patético ... Histérica, marioneta y majareta: los insultos que dedican a Greta Thunberg https://t.co/2weQDumXmE via @elpais_tec",No violence,negative,hateful,targeted,aggressive
"Al Gore observa con alegría el movimiento que lidera en la calle la joven Greta Thunberg. ""Soy su mayor fan"", dice de ella. ""Es un desastre para la política climática"", opina, por el contrario, sobre Donald Trump, presidente de su país
https://t.co/BzpmnSPtmk",No violence,neutral,no hateful,no targeted,no aggressive
"@mariommarroquin https://t.co/TePRDsAmGM

De esa gente que habla de todo sin tener ni puta idea",No violence,negative,no hateful,no targeted,no aggressive
